sent_id	layer	sentence_good	sentence_bad	sent1_logprob	sent2_logprob	sent1_avg_logprob	sent2_avg_logprob	sent1_logprob_greater	sent1_avg_logprob_greater	field	linguistics_term
0	1	Carla had explained that Samuel has discussed her.	Carla had explained that Samuel has discussed herself.	-104.0	-104.0	-10.375	-10.375	False	False	syntax_semantics	binding
1	1	Alice hadn't said that some people weren't escaping from her.	Alice hadn't said that some people weren't escaping from herself.	-166.0	-166.0	-10.375	-10.375	False	False	syntax_semantics	binding
2	1	Carl imagines that Maria does leave him.	Carl imagines that Maria does leave himself.	-93.5	-93.5	-10.375	-10.375	False	False	syntax_semantics	binding
3	1	Those waiters think that Robert flees from them.	Those waiters think that Robert flees from themselves.	-114.0	-114.0	-10.375	-10.375	False	False	syntax_semantics	binding
4	1	Florence did think that Walter stunned her.	Florence did think that Walter stunned herself.	-93.5	-93.5	-10.375	-10.375	False	False	syntax_semantics	binding
5	1	Carlos said that Lori helped him.	Carlos said that Lori helped himself.	-83.0	-83.0	-10.375	-10.375	False	False	syntax_semantics	binding
6	1	All people think that Tamara investigated them.	All people think that Tamara investigated themselves.	-93.5	-93.5	-10.375	-10.375	False	False	syntax_semantics	binding
7	1	A lot of people imagined that Sabrina had aggravated them.	A lot of people imagined that Sabrina had aggravated themselves.	-156.0	-156.0	-10.375	-10.375	False	False	syntax_semantics	binding
8	1	Emily is thinking that Samuel will love her.	Emily is thinking that Samuel will love herself.	-93.5	-93.5	-10.375	-10.375	False	False	syntax_semantics	binding
9	1	A lot of children say that Allison hadn't approached them.	A lot of children say that Allison hadn't approached themselves.	-145.0	-145.0	-10.375	-10.375	False	False	syntax_semantics	binding
10	1	Paul wasn't thinking that Marie had distracted him.	Paul wasn't thinking that Marie had distracted himself.	-124.5	-124.5	-10.375	-10.375	False	False	syntax_semantics	binding
11	1	A lot of actors imagined that Kenneth loves them.	A lot of actors imagined that Kenneth loves themselves.	-114.0	-114.0	-10.375	-10.375	False	False	syntax_semantics	binding
12	1	A waitress hasn't thought that many drivers talked about her.	A waitress hasn't thought that many drivers talked about herself.	-145.0	-145.0	-10.375	-10.375	False	False	syntax_semantics	binding
13	1	Joseph isn't imagining that Veronica could remember him.	Joseph isn't imagining that Veronica could remember himself.	-145.0	-145.0	-10.375	-10.375	False	False	syntax_semantics	binding
14	1	Kathleen thinks that Carlos was irritating her.	Kathleen thinks that Carlos was irritating herself.	-104.0	-104.0	-10.375	-10.375	False	False	syntax_semantics	binding
15	1	Brian thought that Rebecca was criticizing him.	Brian thought that Rebecca was criticizing himself.	-93.5	-93.5	-10.375	-10.375	False	False	syntax_semantics	binding
16	1	Anne hadn't explained that most girls haven't hugged her.	Anne hadn't explained that most girls haven't hugged herself.	-156.0	-156.0	-10.375	-10.375	False	False	syntax_semantics	binding
17	1	Gerald said that Jane was thinking about him.	Gerald said that Jane was thinking about himself.	-104.0	-104.0	-10.375	-10.375	False	False	syntax_semantics	binding
18	1	Many actresses explain that Anne isn't hurting them.	Many actresses explain that Anne isn't hurting themselves.	-135.0	-135.0	-10.375	-10.375	False	False	syntax_semantics	binding
