sent_id	layer	sentence_good	sentence_bad	sent1_logprob	sent2_logprob	sent1_avg_logprob	sent2_avg_logprob	sent1_logprob_greater	sent1_avg_logprob_greater	field	linguistics_term	instruction
0	1	There is soon to be a cat existing.	There is willing to be a cat existing.	-1264.0	-1280.0	-140.0	-142.0	True	True	syntax_semantics	control_raising	Write a natural, coherent English sentence.
1	1	There was bound to be a fish escaping.	There was unable to be a fish escaping.	-1160.0	-1168.0	-129.0	-130.0	True	True	syntax_semantics	control_raising	Write a natural, coherent English sentence.
2	1	There weren't about to be few prints of this eggplant scaring Paula.	There weren't unwilling to be few prints of this eggplant scaring Paula.	-2960.0	-2992.0	-185.0	-187.0	True	True	syntax_semantics	control_raising	Write a natural, coherent English sentence.
3	1	There were looking to be a lot of children assembling.	There were hoping to be a lot of children assembling.	-1408.0	-1424.0	-128.0	-129.0	True	True	syntax_semantics	control_raising	Write a natural, coherent English sentence.
4	1	There were likely to be some books about the Borgias disturbing this senator.	There were ready to be some books about the Borgias disturbing this senator.	-2144.0	-2096.0	-143.0	-140.0	False	False	syntax_semantics	control_raising	Write a natural, coherent English sentence.
5	1	There can't threaten to be hair confusing Travis.	There can't want to be hair confusing Travis.	-1856.0	-1872.0	-169.0	-170.0	True	True	syntax_semantics	control_raising	Write a natural, coherent English sentence.
6	1	There wasn't about to be a light fading.	There wasn't willing to be a light fading.	-2256.0	-2272.0	-205.0	-207.0	True	True	syntax_semantics	control_raising	Write a natural, coherent English sentence.
7	1	There are appearing to be many pedestrians falling asleep.	There are neglecting to be many pedestrians falling asleep.	-1272.0	-1248.0	-127.5	-125.0	False	False	syntax_semantics	control_raising	Write a natural, coherent English sentence.
8	1	There looked to be plates chipping.	There proposed to be plates chipping.	-904.0	-916.0	-129.0	-131.0	True	True	syntax_semantics	control_raising	Write a natural, coherent English sentence.
9	1	There is sure to be chicken falling.	There is eager to be chicken falling.	-1104.0	-1088.0	-138.0	-136.0	False	False	syntax_semantics	control_raising	Write a natural, coherent English sentence.
10	1	There aren't appearing to be screens disgusting that guy.	There aren't wishing to be screens disgusting that guy.	-2544.0	-2512.0	-212.0	-210.0	False	False	syntax_semantics	control_raising	Write a natural, coherent English sentence.
11	1	There turned out to be more than three college campuses falling.	There try to be more than three college campuses falling.	-1600.0	-1472.0	-133.0	-133.0	False	False	syntax_semantics	control_raising	Write a natural, coherent English sentence.
