sent_id	layer	sentence_good	sentence_bad	sent1_logprob	sent2_logprob	sent1_avg_logprob	sent2_avg_logprob	sent1_logprob_greater	sent1_avg_logprob_greater	field	linguistics_term
0	1	Some turtles alarm Kimberley.	Some turtles come here Kimberley.	-1408.0	-1440.0	-282.0	-240.0	True	False	syntax	argument_structure
1	1	Diane watched Alan.	Diane screamed Alan.	-1288.0	-1280.0	-322.0	-320.0	False	False	syntax	argument_structure
2	1	This cousin of Theodore buys some mushroom.	This cousin of Theodore wept some mushroom.	-1472.0	-1472.0	-184.0	-184.0	False	False	syntax	argument_structure
3	1	Rhonda was arguing about this nephew of Dana.	Rhonda was going fishing this nephew of Dana.	-1528.0	-1496.0	-153.0	-150.0	False	False	syntax	argument_structure
4	1	A lot of actresses' nieces have toured that art gallery.	A lot of actresses' nieces have coped that art gallery.	-1352.0	-1416.0	-113.0	-109.0	True	False	syntax	argument_structure
5	1	Debra wears many skirts.	Debra slumps over many skirts.	-1360.0	-1488.0	-226.0	-186.0	True	False	syntax	argument_structure
6	1	Chad's daughters embarrasses Erin's girlfriend.	Chad's daughters screamed Erin's girlfriend.	-1512.0	-1464.0	-138.0	-147.0	False	True	syntax	argument_structure
7	1	Elaine criticized Jill.	Elaine shrugs Jill.	-1208.0	-1256.0	-242.0	-209.0	True	False	syntax	argument_structure
8	1	The pedestrians question some people.	The pedestrians wave some people.	-1376.0	-1360.0	-229.0	-227.0	False	False	syntax	argument_structure
9	1	Vanessa has gone to a lot of college campuses.	Vanessa has smiled a lot of college campuses.	-1480.0	-1448.0	-148.0	-161.0	False	True	syntax	argument_structure
10	1	Those committees listened to Kristen.	Those committees react Kristen.	-1352.0	-1336.0	-226.0	-268.0	False	True	syntax	argument_structure
11	1	Most pedestrians' father might climb up the slope.	Most pedestrians' father might murmur the slope.	-1552.0	-1512.0	-155.0	-168.0	False	True	syntax	argument_structure
12	1	Theresa shouldn't scan this essay.	Theresa shouldn't murmur this essay.	-1440.0	-1472.0	-160.0	-163.0	True	True	syntax	argument_structure
13	1	Andrea's ex-husbands toured this art gallery.	Andrea's ex-husbands cry this art gallery.	-1672.0	-1696.0	-139.0	-141.0	True	True	syntax	argument_structure
14	1	A lot of girls' son hadn't insulted Jerry.	A lot of girls' son hadn't sighed Jerry.	-1392.0	-1400.0	-115.5	-116.5	True	True	syntax	argument_structure
15	1	Denise has escaped from Marie's grandsons.	Denise has fallen Marie's grandsons.	-1352.0	-1352.0	-135.0	-150.0	False	True	syntax	argument_structure
16	1	Grace is investigating a lot of girls' ex-wife.	Grace is going fishing a lot of girls' ex-wife.	-1456.0	-1496.0	-121.5	-115.0	True	False	syntax	argument_structure
17	1	Donna talked about Anna's friends.	Donna replies Anna's friends.	-1320.0	-1272.0	-165.0	-182.0	False	True	syntax	argument_structure
18	1	Many sisters of some guest forget Eva.	Many sisters of some guest murmured Eva.	-1544.0	-1552.0	-193.0	-194.0	True	True	syntax	argument_structure
19	1	The truck hadn't astounded a bank.	The truck hadn't fallen a bank.	-1472.0	-1432.0	-147.0	-159.0	False	True	syntax	argument_structure
20	1	April's mentees weren't kissing Matt's nephews.	April's mentees weren't chuckling Matt's nephews.	-1592.0	-1648.0	-113.5	-110.0	True	False	syntax	argument_structure
21	1	Phillip isn't observing Winston Churchill.	Phillip isn't grinning Winston Churchill.	-1488.0	-1464.0	-165.0	-162.0	False	False	syntax	argument_structure
22	1	Bill explores the bank.	Bill wept the bank.	-1232.0	-1256.0	-246.0	-250.0	True	True	syntax	argument_structure
23	1	These grandmothers of Rebecca remembered Angela.	These grandmothers of Rebecca flirted Angela.	-1504.0	-1576.0	-188.0	-175.0	True	False	syntax	argument_structure
