sent_id	layer	sentence_good	sentence_bad	sent1_logprob	sent2_logprob	sent1_avg_logprob	sent2_avg_logprob	sent1_logprob_greater	sent1_avg_logprob_greater	field	linguistics_term
0	1	Who should Derek hug after shocking Richard?	Who should Derek hug Richard after shocking?	-3312.0	-3344.0	-414.0	-418.0	True	True	syntax	island_effects
1	1	What had Theresa walked through while talking about that high school?	What had Theresa walked through that high school while talking about?	-4096.0	-4096.0	-340.0	-342.0	False	True	syntax	island_effects
2	1	Who will Katherine discover without hiring Erin?	Who will Katherine discover Erin without hiring?	-3376.0	-3376.0	-422.0	-422.0	False	False	syntax	island_effects
3	1	Who has Colleen aggravated before kissing Judy?	Who has Colleen aggravated Judy before kissing?	-3392.0	-3344.0	-424.0	-418.0	False	False	syntax	island_effects
4	1	What could a lot of cats break while finding all convertibles?	What could a lot of cats break all convertibles while finding?	-4192.0	-4192.0	-322.0	-324.0	False	True	syntax	island_effects
5	1	Who have most people discovered while embarrassing Erin?	Who have most people discovered Erin while embarrassing?	-3472.0	-3504.0	-386.0	-390.0	True	True	syntax	island_effects
6	1	Who was William firing before talking about Maria?	Who was William firing Maria before talking about?	-3536.0	-3520.0	-392.0	-390.0	False	False	syntax	island_effects
7	1	What is Denise descending while hiding a lot of hills?	What is Denise descending a lot of hills while hiding?	-3888.0	-3904.0	-354.0	-354.0	True	False	syntax	island_effects
8	1	Who does John leave while alarming Beverly?	Who does John leave Beverly while alarming?	-3440.0	-3440.0	-430.0	-430.0	False	False	syntax	island_effects
9	1	What was Melanie going to after taking those rivers?	What was Melanie going to those rivers after taking?	-3824.0	-3792.0	-384.0	-378.0	False	False	syntax	island_effects
10	1	Who could Bethany research before discussing Winston Churchill?	Who could Bethany research Winston Churchill before discussing?	-3456.0	-3440.0	-384.0	-382.0	False	False	syntax	island_effects
11	1	What could Jessica sell before noticing these spotlights?	What could Jessica sell these spotlights before noticing?	-3824.0	-3824.0	-424.0	-424.0	False	False	syntax	island_effects
12	1	What had Helen biked to without bothering Spain?	What had Helen biked to Spain without bothering?	-3840.0	-3824.0	-384.0	-382.0	False	False	syntax	island_effects
13	1	Who is Mary irritating after approaching Kenneth?	Who is Mary irritating Kenneth after approaching?	-3424.0	-3408.0	-428.0	-426.0	False	False	syntax	island_effects
14	1	Who might Rose flee from before returning to this customer?	Who might Rose flee from this customer before returning to?	-3584.0	-3600.0	-326.0	-326.0	True	False	syntax	island_effects
15	1	What will Janice research after boasting about politics?	What will Janice research politics after boasting about?	-3728.0	-3744.0	-414.0	-416.0	True	True	syntax	island_effects
16	1	Who had Karla aggravated without finding Donald?	Who had Karla aggravated Donald without finding?	-3360.0	-3360.0	-420.0	-420.0	False	False	syntax	island_effects
17	1	Who should a government reference before shocking Jesus?	Who should a government reference Jesus before shocking?	-3504.0	-3488.0	-388.0	-388.0	False	False	syntax	island_effects
18	1	What had Aaron sounded like while cleaning the museum?	What had Aaron sounded like the museum while cleaning?	-3936.0	-3888.0	-394.0	-390.0	False	False	syntax	island_effects
19	1	What is Brenda arriving at while exiting many schools?	What is Brenda arriving at many schools while exiting?	-3968.0	-3920.0	-396.0	-392.0	False	False	syntax	island_effects
20	1	Who is a window hurting without disturbing Sabrina?	Who is a window hurting Sabrina without disturbing?	-3472.0	-3472.0	-386.0	-386.0	False	False	syntax	island_effects
21	1	Who had Jesus bothered after leaving Lori?	Who had Jesus bothered Lori after leaving?	-3440.0	-3408.0	-430.0	-426.0	False	False	syntax	island_effects
22	1	Who are a lot of hamsters disgusting while finding Ronald?	Who are a lot of hamsters disgusting Ronald while finding?	-3776.0	-3760.0	-314.0	-314.0	False	False	syntax	island_effects
23	1	Who could Amelia leave while appreciating Paul?	Who could Amelia leave Paul while appreciating?	-3392.0	-3424.0	-424.0	-428.0	True	True	syntax	island_effects
24	1	What have many ladies dropped by without talking about all malls?	What have many ladies dropped by all malls without talking about?	-4064.0	-4048.0	-340.0	-338.0	False	False	syntax	island_effects
25	1	What is Larry dropping by after lifting a grocery store?	What is Larry dropping by a grocery store after lifting?	-4048.0	-4032.0	-368.0	-366.0	False	False	syntax	island_effects
26	1	Who is that student hugging before stunning Catherine?	Who is that student hugging Catherine before stunning?	-3488.0	-3488.0	-386.0	-386.0	False	False	syntax	island_effects
27	1	Who were those schools appreciating without scaring Alice?	Who were those schools appreciating Alice without scaring?	-3712.0	-3680.0	-370.0	-368.0	False	False	syntax	island_effects
28	1	What did Dan sell after revealing some plane?	What did Dan sell some plane after revealing?	-3824.0	-3856.0	-426.0	-428.0	True	True	syntax	island_effects
29	1	What had Marcus climbed down before buying many mountains?	What had Marcus climbed down many mountains before buying?	-3920.0	-3904.0	-392.0	-390.0	False	False	syntax	island_effects
30	1	What has Jacqueline scanned before revealing that report?	What has Jacqueline scanned that report before revealing?	-3712.0	-3728.0	-414.0	-414.0	True	False	syntax	island_effects
31	1	Who is Tanya returning to while astounding Donald?	Who is Tanya returning to Donald while astounding?	-3440.0	-3392.0	-382.0	-378.0	False	False	syntax	island_effects
32	1	Who had Kirsten referenced without boring Liam?	Who had Kirsten referenced Liam without boring?	-3392.0	-3344.0	-424.0	-418.0	False	False	syntax	island_effects
33	1	What are some drivers touring after going to every hill?	What are some drivers touring every hill after going to?	-3984.0	-4016.0	-362.0	-364.0	True	True	syntax	island_effects
34	1	Who would Mark visit while kissing Marla?	Who would Mark visit Marla while kissing?	-3424.0	-3424.0	-380.0	-380.0	False	False	syntax	island_effects
35	1	What is Scott cleaning after cleaning a pie?	What is Scott cleaning a pie after cleaning?	-3776.0	-3776.0	-420.0	-420.0	False	False	syntax	island_effects
36	1	Who has some doctor listened to after firing that actress?	Who has some doctor listened to that actress after firing?	-3712.0	-3712.0	-338.0	-336.0	False	False	syntax	island_effects
37	1	Who has that lady approached after alarming Ellen?	Who has that lady approached Ellen after alarming?	-3440.0	-3424.0	-382.0	-382.0	False	False	syntax	island_effects
38	1	What can Randolf bike to before discussing the lakes?	What can Randolf bike to the lakes before discussing?	-4000.0	-3936.0	-364.0	-358.0	False	False	syntax	island_effects
39	1	What had some senator toured before hiding those cafes?	What had some senator toured those cafes before hiding?	-3936.0	-3936.0	-394.0	-394.0	False	False	syntax	island_effects
40	1	Who was Eric impressing without admiring Christina?	Who was Eric impressing Christina without admiring?	-3360.0	-3360.0	-420.0	-420.0	False	False	syntax	island_effects
41	1	What do most drivers climb up without noticing most hills?	What do most drivers climb up most hills without noticing?	-4080.0	-4048.0	-370.0	-368.0	False	False	syntax	island_effects
42	1	Who had Gregory worked with while noticing Julie?	Who had Gregory worked with Julie while noticing?	-3488.0	-3472.0	-388.0	-384.0	False	False	syntax	island_effects
43	1	Who was Rose astounding while hiding many waiters?	Who was Rose astounding many waiters while hiding?	-3536.0	-3552.0	-392.0	-394.0	True	True	syntax	island_effects
44	1	What is Karen researching before walking through that mountain?	What is Karen researching that mountain before walking through?	-3808.0	-3824.0	-382.0	-382.0	True	False	syntax	island_effects
45	1	Who could Dana boast about after disturbing Brenda?	Who could Dana boast about Brenda after disturbing?	-3440.0	-3440.0	-382.0	-382.0	False	False	syntax	island_effects
46	1	What was this bird aggravating before annoying every hospital?	What was this bird aggravating every hospital before annoying?	-3936.0	-3936.0	-394.0	-392.0	False	False	syntax	island_effects
47	1	Who had Colleen known after concealing Stephen?	Who had Colleen known Stephen after concealing?	-3392.0	-3376.0	-424.0	-422.0	False	False	syntax	island_effects
48	1	What are these customers arriving at without alarming Spain?	What are these customers arriving at Spain without alarming?	-3888.0	-3856.0	-388.0	-386.0	False	False	syntax	island_effects
49	1	What has Angela admired while cleaning shoes?	What has Angela admired shoes while cleaning?	-3664.0	-3664.0	-458.0	-458.0	False	False	syntax	island_effects
50	1	What is Becky selling before noticing some hospital?	What is Becky selling some hospital before noticing?	-3744.0	-3760.0	-416.0	-418.0	True	True	syntax	island_effects
51	1	Who had many cashiers concealed after investigating Nina?	Who had many cashiers concealed Nina after investigating?	-3664.0	-3648.0	-366.0	-366.0	False	False	syntax	island_effects
