sent_id	layer	sentence_good	sentence_bad	sent1_logprob	sent2_logprob	sent1_avg_logprob	sent2_avg_logprob	sent1_logprob_greater	sent1_avg_logprob_greater	field	linguistics_term
0	1	Paula references Robert.	Paula reference Robert.	-58.75	-58.75	-11.75	-11.75	False	False	morphology	subject_verb_agreement
1	1	Most legislatures haven't disliked children.	Most legislatures hasn't disliked children.	-94.0	-94.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
2	1	Some organizations aren't disturbing Vanessa.	Some organizations isn't disturbing Vanessa.	-82.0	-82.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
3	1	The cups alarm Angela.	The cups alarms Angela.	-59.0	-59.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
4	1	Tina isn't ascending that mountain.	Tina weren't ascending that mountain.	-94.5	-94.5	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
5	1	The Borgias see Veronica.	The Borgias sees Veronica.	-71.0	-71.0	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
6	1	Jeffrey hasn't criticized Donald.	Jeffrey haven't criticized Donald.	-82.5	-82.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
7	1	Michelle is impressing Deanna.	Michelle were impressing Deanna.	-82.0	-82.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
8	1	Meredith researches this mountain.	Meredith research this mountain.	-94.5	-83.0	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
9	1	Walter was bringing the bank.	Walter were bringing the bank.	-82.0	-82.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
10	1	Randolf hasn't fled from Kayla.	Randolf haven't fled from Kayla.	-106.0	-106.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
11	1	Winston Churchill wasn't embarrassing Keith.	Winston Churchill weren't embarrassing Keith.	-94.0	-94.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
12	1	All mirrors disgust Suzanne.	All mirrors disgusts Suzanne.	-58.75	-70.5	-11.75	-11.75	True	False	morphology	subject_verb_agreement
13	1	A spotlight worries Jason.	A spotlight worry Jason.	-59.25	-59.25	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
14	1	Carl hasn't irritated Brett.	Carl haven't irritated Brett.	-70.5	-70.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
15	1	Bethany wasn't escaping from those men.	Bethany aren't escaping from those men.	-106.0	-106.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
16	1	Walter tours some closets.	Walter tour some closets.	-70.5	-70.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
17	1	Some eggplant has impressed those guys.	Some eggplant have impressed those guys.	-94.0	-94.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
18	1	Katherine has helped some teachers.	Katherine have helped some teachers.	-82.5	-82.5	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
19	1	These dancers break every bicycle.	These dancers breaks every bicycle.	-70.5	-70.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
20	1	Those rugs aggravate every woman.	Those rugs aggravates every woman.	-82.0	-82.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
21	1	Most glasses scare Martin.	Most glasses scares Martin.	-59.0	-59.0	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
22	1	A lot of dancers research a hospital.	A lot of dancers researches a hospital.	-94.5	-106.0	-11.8125	-11.75	True	False	morphology	subject_verb_agreement
23	1	Margaret returns to Margaret.	Margaret return to Margaret.	-70.5	-70.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
24	1	These casseroles disgust Kayla.	These casseroles disgusts Kayla.	-94.0	-105.5	-11.75	-11.75	True	False	morphology	subject_verb_agreement
25	1	Some legislature forgets Janice.	Some legislature forget Janice.	-82.0	-70.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
26	1	A lot of computers impress Bradley.	A lot of computers impresses Bradley.	-82.5	-94.0	-11.8125	-11.75	True	False	morphology	subject_verb_agreement
27	1	Those dogs resemble some sketches.	Those dogs resembles some sketches.	-70.5	-70.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
28	1	Lissa has explored these closets.	Lissa have explored these closets.	-82.5	-82.5	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
29	1	Erin hasn't taken some hill.	Erin haven't taken some hill.	-94.0	-94.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
30	1	Bethany has bored Kirsten.	Bethany have bored Kirsten.	-82.5	-82.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
31	1	All pedestrians fix some chairs.	All pedestrians fixes some chairs.	-70.5	-70.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
32	1	Most actresses observe Judy.	Most actresses observes Judy.	-59.0	-59.0	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
33	1	That teacher tours the hills.	That teacher tour the hills.	-70.5	-70.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
34	1	That library conceals Jeffrey.	That library conceal Jeffrey.	-70.5	-58.75	-11.75	-11.75	False	False	morphology	subject_verb_agreement
35	1	Schools criticize these glaciers.	Schools criticizes these glaciers.	-71.0	-83.0	-11.8125	-11.8125	True	False	morphology	subject_verb_agreement
36	1	The guest has walked through most art galleries.	The guest have walked through most art galleries.	-106.0	-106.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
37	1	A cake shocks Patrick.	A cake shock Patrick.	-59.0	-59.0	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
38	1	Randolf was criticizing Alan.	Randolf are criticizing Alan.	-70.5	-70.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
39	1	All hospitals resemble a lot of drawings.	All hospitals resembles a lot of drawings.	-94.0	-94.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
40	1	Galileo listens to Elizabeth.	Galileo listen to Elizabeth.	-70.5	-70.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
41	1	Some movies sound like a student.	Some movies sounds like a student.	-82.5	-82.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
42	1	The pedestrian is driving to this lake.	The pedestrian are driving to this lake.	-94.0	-94.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
43	1	The pedestrians reference Charles.	The pedestrians references Charles.	-59.0	-59.0	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
44	1	Most associations buy those libraries.	Most associations buys those libraries.	-71.0	-71.0	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
45	1	Suzanne dislikes these dancers.	Suzanne dislike these dancers.	-82.5	-82.5	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
46	1	That customer dislikes Heather.	That customer dislike Heather.	-58.75	-58.75	-11.75	-11.75	False	False	morphology	subject_verb_agreement
47	1	Most girls aren't concealing Kevin.	Most girls wasn't concealing Kevin.	-94.5	-94.5	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
48	1	The ladies break this plate.	The ladies breaks this plate.	-71.0	-71.0	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
49	1	Gary leaves Stacy.	Gary leave Stacy.	-47.0	-47.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
50	1	Heidi lifts many socks.	Heidi lift many socks.	-70.5	-70.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
51	1	A lot of doctors scan a lot of movies.	A lot of doctors scans a lot of movies.	-118.0	-118.0	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
52	1	Linda has cared for Kenneth.	Linda have cared for Kenneth.	-82.5	-82.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
53	1	Carol boasts about Ella.	Carol boast about Ella.	-58.75	-58.75	-11.75	-11.75	False	False	morphology	subject_verb_agreement
54	1	The Impressionists aren't passing the river.	The Impressionists isn't passing the river.	-118.0	-118.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
55	1	These cafes haven't upset Patricia.	These cafes hasn't upset Patricia.	-82.0	-82.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
56	1	Kimberley approaches Carl.	Kimberley approach Carl.	-70.5	-70.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
57	1	Bradley isn't selling this mushroom.	Bradley weren't selling this mushroom.	-94.0	-94.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
58	1	The committee hasn't bothered a lot of organizations.	The committee haven't bothered a lot of organizations.	-118.0	-117.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
59	1	Liam notices some skirts.	Liam notice some skirts.	-71.0	-71.0	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
60	1	All museums weren't embarrassing Natalie.	All museums isn't embarrassing Natalie.	-82.5	-82.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
61	1	Victoria breaks a bike.	Victoria break a bike.	-59.0	-59.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
62	1	A lot of ladies watch Steve.	A lot of ladies watches Steve.	-82.5	-82.5	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
63	1	Some guy was ascending some ladders.	Some guy were ascending some ladders.	-94.0	-94.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
64	1	Guy has walked through a bank.	Guy have walked through a bank.	-82.5	-82.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
65	1	George hasn't appreciated that actor.	George haven't appreciated that actor.	-82.5	-82.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
66	1	Emily lifts the closet.	Emily lift the closet.	-58.75	-58.75	-11.75	-11.75	False	False	morphology	subject_verb_agreement
67	1	Tracy fires Sonia.	Tracy fire Sonia.	-59.0	-59.0	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
68	1	Diana researches those restaurants.	Diana research those restaurants.	-82.5	-71.0	-11.75	-11.8125	False	True	morphology	subject_verb_agreement
69	1	This pedestrian was observing the dancer.	This pedestrian were observing the dancer.	-82.5	-82.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
70	1	Some actors kiss some teacher.	Some actors kisses some teacher.	-70.5	-70.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
71	1	Many dogs confuse those patients.	Many dogs confuses those patients.	-70.5	-82.5	-11.75	-11.75	True	False	morphology	subject_verb_agreement
72	1	Eric wasn't noticing Daniel.	Eric weren't noticing Daniel.	-70.5	-71.0	-11.75	-11.8125	True	True	morphology	subject_verb_agreement
73	1	Tiffany passes all hospitals.	Tiffany pass all hospitals.	-71.0	-71.0	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
74	1	Clyde wasn't selling malls.	Clyde aren't selling malls.	-94.5	-94.5	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
75	1	Dana descends this ladder.	Dana descend this ladder.	-82.5	-71.0	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
76	1	Theodore explores most hills.	Theodore explore most hills.	-70.5	-70.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
77	1	Suzanne leaves Carlos.	Suzanne leave Carlos.	-71.0	-71.0	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
78	1	Some actresses haven't brought all forks.	Some actresses hasn't brought all forks.	-94.0	-94.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
79	1	These actors skate around Harvard University.	These actors skates around Harvard University.	-82.0	-94.0	-11.75	-11.75	True	False	morphology	subject_verb_agreement
80	1	A lot of ladies examine a lot of documentaries.	A lot of ladies examines a lot of documentaries.	-118.0	-118.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
81	1	The committee has disturbed Brett.	The committee have disturbed Brett.	-71.0	-70.5	-11.8125	-11.75	False	False	morphology	subject_verb_agreement
82	1	A lot of adults listen to Stacy.	A lot of adults listens to Stacy.	-94.5	-94.5	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
83	1	Pamela has discussed all pedestrians.	Pamela have discussed all pedestrians.	-94.5	-94.5	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
84	1	Dan conceals Tracy.	Dan conceal Tracy.	-58.75	-47.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
85	1	Anna scans these movies.	Anna scan these movies.	-58.75	-58.75	-11.75	-11.75	False	False	morphology	subject_verb_agreement
86	1	The government isn't arguing about Heidi.	The government aren't arguing about Heidi.	-94.0	-94.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
87	1	Donald wasn't curing Nancy.	Donald aren't curing Nancy.	-70.5	-70.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
88	1	Carrie buys many unicycles.	Carrie buy many unicycles.	-94.0	-94.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
89	1	Russell is investigating Debra.	Russell are investigating Debra.	-82.5	-82.5	-11.75	-11.75	False	False	morphology	subject_verb_agreement
90	1	Sheila exits some mall.	Sheila exit some mall.	-71.0	-71.0	-11.8125	-11.8125	False	False	morphology	subject_verb_agreement
91	1	Some senators have dropped by the glaciers.	Some senators has dropped by the glaciers.	-94.0	-94.0	-11.75	-11.75	False	False	morphology	subject_verb_agreement
