sent_id	layer	sentence_good	sentence_bad	sent1_logprob	sent2_logprob	sent1_avg_logprob	sent2_avg_logprob	sent1_logprob_greater	sent1_avg_logprob_greater	field	linguistics_term
0	1	Katherine can't help herself.	Katherine can't help himself.	-71.0	-71.0	-11.875	-11.8125	False	False	morphology	anaphor_agreement
1	1	Karla could listen to herself.	Karla could listen to himself.	-71.5	-71.5	-11.875	-11.875	False	False	morphology	anaphor_agreement
2	1	Marie won't think about herself.	Marie won't think about itself.	-82.5	-82.0	-11.8125	-11.75	False	False	morphology	anaphor_agreement
3	1	Mark hasn't discussed himself.	Mark hasn't discussed itself.	-59.0	-59.25	-11.8125	-11.8125	True	False	morphology	anaphor_agreement
4	1	Stephen impressed himself.	Stephen impressed itself.	-36.0	-36.25	-12.0625	-12.0625	True	False	morphology	anaphor_agreement
5	1	Christina boasts about herself.	Christina boasts about himself.	-59.0	-58.5	-11.75	-11.6875	False	False	morphology	anaphor_agreement
6	1	Suzanne would irritate herself.	Suzanne would irritate itself.	-83.0	-82.5	-11.875	-11.8125	False	False	morphology	anaphor_agreement
7	1	Rose couldn't reference herself.	Rose couldn't reference itself.	-59.25	-59.0	-11.8125	-11.8125	False	False	morphology	anaphor_agreement
8	1	Paul should stun himself.	Paul should stun herself.	-48.5	-48.75	-12.125	-12.1875	True	True	morphology	anaphor_agreement
9	1	Kristen praises herself.	Kristen praises himself.	-47.5	-47.25	-11.875	-11.8125	False	False	morphology	anaphor_agreement
10	1	Tamara might work with herself.	Tamara might work with himself.	-71.0	-71.0	-11.875	-11.8125	False	False	morphology	anaphor_agreement
11	1	Valerie remembers herself.	Valerie remembers itself.	-47.5	-47.25	-11.875	-11.8125	False	False	morphology	anaphor_agreement
12	1	Kristen hasn't worked with herself.	Kristen hasn't worked with itself.	-83.0	-82.5	-11.875	-11.8125	False	False	morphology	anaphor_agreement
13	1	Kendra disturbed herself.	Kendra disturbed himself.	-47.75	-47.5	-11.9375	-11.875	False	False	morphology	anaphor_agreement
14	1	Lawrence had boasted about himself.	Lawrence had boasted about herself.	-70.0	-70.0	-11.625	-11.6875	False	True	morphology	anaphor_agreement
15	1	Jason wasn't listening to himself.	Jason wasn't listening to herself.	-72.0	-72.0	-12.0	-12.0	False	False	morphology	anaphor_agreement
16	1	Sabrina disturbs herself.	Sabrina disturbs himself.	-59.0	-59.25	-11.8125	-11.8125	True	False	morphology	anaphor_agreement
17	1	Some essay doesn't disagree with itself.	Some essay doesn't disagree with himself.	-84.0	-84.5	-12.0	-12.0625	True	True	morphology	anaphor_agreement
18	1	Kenneth wasn't admiring himself.	Kenneth wasn't admiring itself.	-83.0	-82.5	-11.8125	-11.75	False	False	morphology	anaphor_agreement
19	1	Melanie had referenced herself.	Melanie had referenced itself.	-61.0	-60.5	-12.1875	-12.125	False	False	morphology	anaphor_agreement
20	1	Larry reveals himself.	Larry reveals itself.	-36.25	-36.0	-12.0625	-12.0625	False	False	morphology	anaphor_agreement
21	1	Samantha isn't watching herself.	Samantha isn't watching itself.	-83.5	-83.5	-11.9375	-11.9375	False	False	morphology	anaphor_agreement
22	1	Rachel should like herself.	Rachel should like himself.	-48.5	-48.25	-12.125	-12.0625	False	False	morphology	anaphor_agreement
23	1	Heather has helped herself.	Heather has helped itself.	-59.5	-59.25	-11.9375	-11.875	False	False	morphology	anaphor_agreement
24	1	Lori has found herself.	Lori has found itself.	-60.75	-60.75	-12.125	-12.125	False	False	morphology	anaphor_agreement
25	1	Christina hadn't shocked herself.	Christina hadn't shocked itself.	-71.5	-71.0	-11.875	-11.875	False	False	morphology	anaphor_agreement
26	1	Theresa wasn't alarming herself.	Theresa wasn't alarming himself.	-70.5	-70.0	-11.75	-11.6875	False	False	morphology	anaphor_agreement
27	1	Jacqueline works with herself.	Jacqueline works with himself.	-71.5	-71.0	-11.9375	-11.875	False	False	morphology	anaphor_agreement
28	1	Alan hires himself.	Alan hires herself.	-35.75	-36.0	-11.9375	-12.0	True	True	morphology	anaphor_agreement
29	1	April isn't complaining about herself.	April isn't complaining about himself.	-71.0	-71.0	-11.8125	-11.8125	False	False	morphology	anaphor_agreement
30	1	Scott had questioned himself.	Scott had questioned herself.	-48.25	-48.75	-12.0625	-12.1875	True	True	morphology	anaphor_agreement
31	1	Wayne helps himself.	Wayne helps itself.	-47.0	-46.5	-11.75	-11.625	False	False	morphology	anaphor_agreement
32	1	Amelia heals herself.	Amelia heals himself.	-46.5	-46.25	-11.625	-11.5625	False	False	morphology	anaphor_agreement
33	1	Debra is disgusting herself.	Debra is disgusting itself.	-59.75	-59.25	-11.9375	-11.8125	False	False	morphology	anaphor_agreement
34	1	Irene has admired herself.	Irene has admired himself.	-60.0	-59.75	-12.0	-11.9375	False	False	morphology	anaphor_agreement
35	1	Brad distracted himself.	Brad distracted herself.	-36.0	-36.5	-12.0	-12.1875	True	True	morphology	anaphor_agreement
36	1	Sherry wouldn't cure herself.	Sherry wouldn't cure itself.	-71.5	-71.0	-11.9375	-11.875	False	False	morphology	anaphor_agreement
37	1	Ronald upset himself.	Ronald upset itself.	-47.0	-47.0	-11.75	-11.75	False	False	morphology	anaphor_agreement
38	1	Catherine hasn't noticed herself.	Catherine hasn't noticed himself.	-71.0	-71.0	-11.875	-11.8125	False	False	morphology	anaphor_agreement
39	1	Susan shouldn't criticize herself.	Susan shouldn't criticize himself.	-60.5	-60.5	-12.0625	-12.0625	False	False	morphology	anaphor_agreement
40	1	Dawn has described herself.	Dawn has described himself.	-60.0	-60.0	-12.0	-12.0	False	False	morphology	anaphor_agreement
41	1	Joseph describes himself.	Joseph describes herself.	-35.75	-36.0	-11.9375	-12.0	True	True	morphology	anaphor_agreement
42	1	Catherine isn't hurting herself.	Catherine isn't hurting himself.	-71.0	-70.5	-11.8125	-11.75	False	False	morphology	anaphor_agreement
43	1	Tracy alarmed herself.	Tracy alarmed itself.	-48.0	-47.5	-12.0	-11.875	False	False	morphology	anaphor_agreement
44	1	Heather has embarrassed herself.	Heather has embarrassed himself.	-59.25	-59.0	-11.875	-11.8125	False	False	morphology	anaphor_agreement
45	1	Sharon hurt herself.	Sharon hurt itself.	-48.25	-48.0	-12.0625	-12.0	False	False	morphology	anaphor_agreement
46	1	Marie might admire herself.	Marie might admire himself.	-60.25	-60.25	-12.0625	-12.0625	False	False	morphology	anaphor_agreement
47	1	Susan did love herself.	Susan did love itself.	-48.75	-48.5	-12.1875	-12.125	False	False	morphology	anaphor_agreement
48	1	Russell hasn't hired himself.	Russell hasn't hired herself.	-71.5	-71.5	-11.9375	-11.9375	False	False	morphology	anaphor_agreement
49	1	Every man insulted himself.	Every man insulted itself.	-59.25	-59.0	-11.8125	-11.8125	False	False	morphology	anaphor_agreement
50	1	Marie had insulted herself.	Marie had insulted himself.	-71.0	-71.0	-11.875	-11.8125	False	False	morphology	anaphor_agreement
51	1	Steve wasn't describing himself.	Steve wasn't describing itself.	-59.75	-59.5	-11.9375	-11.9375	False	False	morphology	anaphor_agreement
52	1	Roger had known himself.	Roger had known herself.	-48.0	-48.5	-12.0	-12.125	True	True	morphology	anaphor_agreement
53	1	Larry boasts about himself.	Larry boasts about herself.	-47.5	-47.75	-11.875	-11.9375	True	True	morphology	anaphor_agreement
54	1	Kayla complains about herself.	Kayla complains about himself.	-58.75	-58.5	-11.75	-11.75	False	False	morphology	anaphor_agreement
55	1	A bird had found itself.	A bird had found herself.	-60.0	-60.0	-12.0	-12.0	False	False	morphology	anaphor_agreement
56	1	Ellen wasn't worrying herself.	Ellen wasn't worrying himself.	-70.5	-70.5	-11.75	-11.75	False	False	morphology	anaphor_agreement
57	1	Debra wasn't investigating herself.	Debra wasn't investigating itself.	-71.0	-71.0	-11.875	-11.875	False	False	morphology	anaphor_agreement
58	1	Larry referenced himself.	Larry referenced herself.	-36.5	-36.5	-12.125	-12.125	False	False	morphology	anaphor_agreement
59	1	Joel does complain about himself.	Joel does complain about herself.	-70.5	-70.5	-11.75	-11.75	False	False	morphology	anaphor_agreement
60	1	Gregory won't attack himself.	Gregory won't attack itself.	-70.0	-70.5	-11.6875	-11.75	True	True	morphology	anaphor_agreement
61	1	Christine hasn't questioned herself.	Christine hasn't questioned himself.	-71.5	-71.5	-11.9375	-11.875	False	False	morphology	anaphor_agreement
62	1	Natalie returned to herself.	Natalie returned to itself.	-71.0	-71.0	-11.875	-11.875	False	False	morphology	anaphor_agreement
63	1	Becca was approaching herself.	Becca was approaching himself.	-59.5	-59.25	-11.9375	-11.8125	False	False	morphology	anaphor_agreement
64	1	Rachelle investigated herself.	Rachelle investigated himself.	-59.5	-59.5	-11.9375	-11.875	False	False	morphology	anaphor_agreement
65	1	Sheila saw herself.	Sheila saw himself.	-47.5	-47.0	-11.875	-11.75	False	False	morphology	anaphor_agreement
66	1	Jacqueline likes herself.	Jacqueline likes himself.	-59.5	-59.25	-11.875	-11.875	False	False	morphology	anaphor_agreement
67	1	Douglas healed himself.	Douglas healed herself.	-46.5	-46.75	-11.625	-11.6875	True	True	morphology	anaphor_agreement
68	1	Colleen wasn't concealing herself.	Colleen wasn't concealing itself.	-82.5	-82.0	-11.8125	-11.75	False	False	morphology	anaphor_agreement
69	1	Catherine disturbed herself.	Catherine disturbed itself.	-47.5	-47.25	-11.875	-11.8125	False	False	morphology	anaphor_agreement
70	1	Some company astounded itself.	Some company astounded herself.	-60.25	-60.5	-12.0625	-12.125	True	True	morphology	anaphor_agreement
71	1	Todd likes himself.	Todd likes itself.	-36.0	-36.0	-12.0	-12.0	False	False	morphology	anaphor_agreement
72	1	Tamara couldn't flee from herself.	Tamara couldn't flee from himself.	-83.0	-83.0	-11.875	-11.8125	False	False	morphology	anaphor_agreement
