sent_id	layer	sentence_good	sentence_bad	sent1_logprob	sent2_logprob	sent1_avg_logprob	sent2_avg_logprob	sent1_logprob_greater	sent1_avg_logprob_greater	field	linguistics_term
0	1	All boys boast about that child.	All boys boast about those child.	-74.5	-74.0	-12.375	-12.375	False	False	morphology	determiner_noun_agreement
1	1	Candice has taken that axis.	Candice has taken those axis.	-89.0	-88.5	-12.6875	-12.625	False	False	morphology	determiner_noun_agreement
2	1	Those ladies walk through those oases.	Those ladies walk through that oases.	-86.0	-86.0	-12.3125	-12.3125	False	False	morphology	determiner_noun_agreement
3	1	The legislatures praise this woman.	The legislatures praise these woman.	-76.0	-75.5	-12.6875	-12.625	False	False	morphology	determiner_noun_agreement
4	1	Many icicles do bore that child.	Many icicles do bore those child.	-87.5	-87.5	-12.5	-12.5	False	False	morphology	determiner_noun_agreement
5	1	Actors see this tooth.	Actors see these tooth.	-62.75	-62.5	-12.5625	-12.5	False	False	morphology	determiner_noun_agreement
6	1	Diane lifts these oxen.	Diane lifts this oxen.	-74.0	-74.0	-12.3125	-12.375	False	True	morphology	determiner_noun_agreement
7	1	Sonia hadn't boasted about those men.	Sonia hadn't boasted about that men.	-98.0	-98.0	-12.25	-12.25	False	False	morphology	determiner_noun_agreement
8	1	Benjamin wasn't running around this oasis.	Benjamin wasn't running around these oasis.	-97.5	-97.0	-12.1875	-12.125	False	False	morphology	determiner_noun_agreement
9	1	Elaine isn't breaking that foot.	Elaine isn't breaking those foot.	-85.5	-85.0	-12.1875	-12.125	False	False	morphology	determiner_noun_agreement
10	1	This window hadn't embarrassed those people.	This window hadn't embarrassed that people.	-88.0	-88.0	-12.625	-12.5625	False	False	morphology	determiner_noun_agreement
11	1	A pedestrian lifted this axis.	A pedestrian lifted these axis.	-63.25	-63.0	-12.625	-12.5625	False	False	morphology	determiner_noun_agreement
12	1	Kathleen wouldn't discuss that alumnus.	Kathleen wouldn't discuss those alumnus.	-122.5	-122.5	-12.25	-12.25	False	False	morphology	determiner_noun_agreement
13	1	Candice skated around these oases.	Candice skated around this oases.	-112.0	-112.5	-12.4375	-12.5	True	True	morphology	determiner_noun_agreement
14	1	Helen argued about these syntheses.	Helen argued about this syntheses.	-86.5	-86.5	-12.375	-12.375	False	False	morphology	determiner_noun_agreement
15	1	Natalie describes this child.	Natalie describes these child.	-75.5	-75.0	-12.5625	-12.5	False	False	morphology	determiner_noun_agreement
16	1	Every story disagreed with these people.	Every story disagreed with this people.	-74.5	-74.5	-12.4375	-12.4375	False	False	morphology	determiner_noun_agreement
17	1	Karla helped these men.	Karla helped this men.	-63.25	-63.25	-12.625	-12.625	False	False	morphology	determiner_noun_agreement
18	1	A government has described that child.	A government has described those child.	-78.0	-77.5	-13.0	-12.9375	False	False	morphology	determiner_noun_agreement
19	1	Every customer discusses those theses.	Every customer discusses that theses.	-76.0	-76.0	-12.6875	-12.6875	False	False	morphology	determiner_noun_agreement
20	1	Marla is attacking that man.	Marla is attacking those man.	-76.5	-76.0	-12.75	-12.6875	False	False	morphology	determiner_noun_agreement
21	1	Some cashiers hide that nucleus.	Some cashiers hide those nucleus.	-76.0	-76.0	-12.625	-12.625	False	False	morphology	determiner_noun_agreement
22	1	Robert attacks that child.	Robert attacks those child.	-50.75	-50.5	-12.6875	-12.625	False	False	morphology	determiner_noun_agreement
23	1	Ruth couldn't discover that fungus.	Ruth couldn't discover those fungus.	-87.0	-86.5	-12.4375	-12.375	False	False	morphology	determiner_noun_agreement
24	1	Christine talks about this child.	Christine talks about these child.	-73.0	-73.0	-12.1875	-12.1875	False	False	morphology	determiner_noun_agreement
25	1	All books were irritating those men.	All books were irritating that men.	-74.5	-75.0	-12.4375	-12.5	True	True	morphology	determiner_noun_agreement
26	1	Scott has bought these axes.	Scott has bought this axes.	-63.5	-63.5	-12.6875	-12.75	False	True	morphology	determiner_noun_agreement
27	1	Those mouths disturb that woman.	Those mouths disturb those woman.	-62.5	-62.25	-12.5	-12.4375	False	False	morphology	determiner_noun_agreement
