sent_id	layer	sentence_good	sentence_bad	sent1_logprob	sent2_logprob	sent1_avg_logprob	sent2_avg_logprob	sent1_logprob_greater	sent1_avg_logprob_greater	field	linguistics_term	instruction
0	1	Eric imagines himself taking every rug.	Eric imagines himself took every rug.	-86.0	-85.5	-12.3125	-12.1875	False	False	syntax/semantics	binding	Write a natural, coherent English sentence.
1	1	Stacy imagines herself praising this actress.	Stacy imagines herself praises this actress.	-94.5	-97.0	-11.8125	-12.125	True	True	syntax/semantics	binding	Write a natural, coherent English sentence.
2	1	All pedestrians think about themselves exploring museums.	All pedestrians think about themselves explored museums.	-104.0	-103.0	-13.0	-12.875	False	False	syntax/semantics	binding	Write a natural, coherent English sentence.
3	1	Cheryl is forgetting about herself thinking about Beverly.	Cheryl is forgetting about herself thought about Beverly.	-109.0	-110.5	-12.125	-12.3125	True	True	syntax/semantics	binding	Write a natural, coherent English sentence.
4	1	Some guests imagine themselves exploring a library.	Some guests imagine themselves explored a library.	-97.0	-96.0	-12.125	-12.0	False	False	syntax/semantics	binding	Write a natural, coherent English sentence.
5	1	Tonya is thinking about herself listening to Andrew.	Tonya is thinking about herself listened to Andrew.	-108.5	-109.0	-10.875	-10.875	True	False	syntax/semantics	binding	Write a natural, coherent English sentence.
6	1	Christina hasn't thought about herself noticing Sheila.	Christina hasn't thought about herself notices Sheila.	-125.0	-125.5	-12.5	-12.5	True	False	syntax/semantics	binding	Write a natural, coherent English sentence.
7	1	Ann wouldn't forget about herself passing banks.	Ann wouldn't forget about herself passed banks.	-116.0	-117.0	-11.625	-11.6875	True	True	syntax/semantics	binding	Write a natural, coherent English sentence.
8	1	These patients think about themselves concealing that girl.	These patients think about themselves concealed that girl.	-108.0	-108.0	-12.0	-12.0	False	False	syntax/semantics	binding	Write a natural, coherent English sentence.
9	1	That association is forgetting about itself impressing Renee.	That association is forgetting about itself impresses Renee.	-113.5	-109.5	-12.5625	-12.1875	False	False	syntax/semantics	binding	Write a natural, coherent English sentence.
10	1	Some teachers imagine themselves bringing many carriages.	Some teachers imagine themselves brought many carriages.	-100.0	-99.0	-12.5	-12.375	False	False	syntax/semantics	binding	Write a natural, coherent English sentence.
11	1	Stacy won't imagine herself biking to all malls.	Stacy won't imagine herself biked to all malls.	-145.0	-158.0	-12.125	-12.1875	True	True	syntax/semantics	binding	Write a natural, coherent English sentence.
12	1	Most men forget about themselves climbing down the ladder.	Most men forget about themselves climb down the ladder.	-120.5	-119.0	-12.0625	-11.875	False	False	syntax/semantics	binding	Write a natural, coherent English sentence.
13	1	Paula hasn't forgotten about herself complaining about Deborah.	Paula hasn't forgotten about herself complained about Deborah.	-133.0	-132.0	-12.0625	-12.0	False	False	syntax/semantics	binding	Write a natural, coherent English sentence.
14	1	Steven doesn't think about himself listening to Theresa.	Steven doesn't think about himself listened to Theresa.	-131.0	-132.0	-11.875	-11.9375	True	True	syntax/semantics	binding	Write a natural, coherent English sentence.
15	1	The schools think about themselves irritating Paula.	The schools think about themselves irritated Paula.	-100.5	-100.0	-12.5625	-12.5	False	False	syntax/semantics	binding	Write a natural, coherent English sentence.
16	1	Gregory had forgotten about himself talking to Elaine.	Gregory had forgotten about himself talked to Elaine.	-109.5	-109.0	-12.1875	-12.125	False	False	syntax/semantics	binding	Write a natural, coherent English sentence.
17	1	Kevin wasn't forgetting about himself breaking a lot of unicycles.	Kevin wasn't forgetting about himself breaks a lot of unicycles.	-166.0	-166.0	-11.875	-11.875	False	False	syntax/semantics	binding	Write a natural, coherent English sentence.
18	1	Scott would imagine himself dropping by some schools.	Scott would imagine himself dropped by some schools.	-111.0	-109.5	-12.375	-12.125	False	False	syntax/semantics	binding	Write a natural, coherent English sentence.
19	1	Guests think about themselves praising Todd.	Guests think about themselves praise Todd.	-90.0	-89.5	-12.8125	-12.8125	False	False	syntax/semantics	binding	Write a natural, coherent English sentence.
20	1	Jane imagines herself exiting a school.	Jane imagines herself exits a school.	-85.5	-84.0	-12.1875	-11.9375	False	False	syntax/semantics	binding	Write a natural, coherent English sentence.
21	1	Brett had imagined himself listening to Jeffrey.	Brett had imagined himself listened to Jeffrey.	-105.0	-105.0	-13.125	-13.125	False	False	syntax/semantics	binding	Write a natural, coherent English sentence.
22	1	Organizations think about themselves talking to Nancy.	Organizations think about themselves talked to Nancy.	-96.0	-95.5	-12.0	-11.9375	False	False	syntax/semantics	binding	Write a natural, coherent English sentence.
23	1	Theodore wasn't imagining himself observing the customers.	Theodore wasn't imagining himself observes the customers.	-129.0	-130.0	-11.75	-11.8125	True	True	syntax/semantics	binding	Write a natural, coherent English sentence.
24	1	Dawn will think about herself curing George.	Dawn will think about herself cured George.	-100.0	-101.0	-12.5	-12.625	True	True	syntax/semantics	binding	Write a natural, coherent English sentence.
25	1	Bethany was forgetting about herself questioning Rachelle.	Bethany was forgetting about herself questioned Rachelle.	-125.5	-126.0	-12.5625	-12.625	True	True	syntax/semantics	binding	Write a natural, coherent English sentence.
26	1	Dancers hadn't forgotten about themselves appreciating a public park.	Dancers hadn't forgotten about themselves appreciated a public park.	-153.0	-153.0	-11.75	-11.75	False	False	syntax/semantics	binding	Write a natural, coherent English sentence.
27	1	The men forget about themselves taking all hats.	The men forget about themselves took all hats.	-103.5	-102.5	-11.5	-11.375	False	False	syntax/semantics	binding	Write a natural, coherent English sentence.
28	1	Steven thinks about himself thinking about this college campus.	Steven thinks about himself thought about this college campus.	-114.0	-115.5	-11.375	-11.5625	True	True	syntax/semantics	binding	Write a natural, coherent English sentence.
29	1	Becca is forgetting about herself biking to that high school.	Becca is forgetting about herself biked to that high school.	-132.0	-145.0	-11.0	-11.125	True	True	syntax/semantics	binding	Write a natural, coherent English sentence.
30	1	Omar thought about himself working with Sheila.	Omar thought about himself worked with Sheila.	-99.0	-102.0	-12.375	-12.75	True	True	syntax/semantics	binding	Write a natural, coherent English sentence.
31	1	Irene might imagine herself hugging Lissa.	Irene might imagine herself hugs Lissa.	-108.0	-108.0	-13.5	-13.5	False	False	syntax/semantics	binding	Write a natural, coherent English sentence.
32	1	Jacqueline forgot about herself fleeing from these waitresses.	Jacqueline forgot about herself flees from these waitresses.	-121.0	-123.0	-12.125	-12.3125	True	True	syntax/semantics	binding	Write a natural, coherent English sentence.
