sent_id	layer	sentence_good	sentence_bad	sent1_logprob	sent2_logprob	sent1_avg_logprob	sent2_avg_logprob	sent1_logprob_greater	sent1_avg_logprob_greater	field	linguistics_term	instruction
0	1	Cynthia scans these hard books.	Cynthia scans this hard books.	-1104.0	-1088.0	-158.0	-155.0	False	False	morphology	determiner_noun_agreement	Write a natural, coherent English sentence.
1	1	Donna might hire this serious actress.	Donna might hire these serious actress.	-928.0	-940.0	-133.0	-134.0	True	True	morphology	determiner_noun_agreement	Write a natural, coherent English sentence.
2	1	Wendy forgot those upset doctors.	Wendy forgot that upset doctors.	-864.0	-848.0	-144.0	-141.0	False	False	morphology	determiner_noun_agreement	Write a natural, coherent English sentence.
3	1	Carlos hasn't fired those uncertain students.	Carlos hasn't fired that uncertain students.	-2024.0	-1976.0	-225.0	-219.0	False	False	morphology	determiner_noun_agreement	Write a natural, coherent English sentence.
4	1	Claire will conceal those hopeful cashiers.	Claire will conceal that hopeful cashiers.	-1224.0	-1160.0	-153.0	-145.0	False	False	morphology	determiner_noun_agreement	Write a natural, coherent English sentence.
5	1	Some actors buy these gray books.	Some actors buy this gray books.	-1104.0	-1080.0	-158.0	-154.0	False	False	morphology	determiner_noun_agreement	Write a natural, coherent English sentence.
6	1	Jerry appreciates this lost report.	Jerry appreciates these lost report.	-852.0	-872.0	-142.0	-145.0	True	True	morphology	determiner_noun_agreement	Write a natural, coherent English sentence.
7	1	Deanna reveals these black public parks.	Deanna reveals this black public parks.	-1280.0	-1264.0	-160.0	-158.0	False	False	morphology	determiner_noun_agreement	Write a natural, coherent English sentence.
8	1	Tracy has boasted about those unsure children.	Tracy has boasted about that unsure children.	-1112.0	-1080.0	-139.0	-135.0	False	False	morphology	determiner_noun_agreement	Write a natural, coherent English sentence.
9	1	This eggplant distracts this hopeful girl.	This eggplant distracts these hopeful girl.	-1088.0	-1112.0	-136.0	-139.0	True	True	morphology	determiner_noun_agreement	Write a natural, coherent English sentence.
10	1	That sweater had resembled that out in the open drawing.	That sweater had resembled those out in the open drawing.	-1504.0	-1544.0	-137.0	-140.0	True	True	morphology	determiner_noun_agreement	Write a natural, coherent English sentence.
11	1	Nancy astounded that young pedestrian.	Nancy astounded those young pedestrian.	-952.0	-1000.0	-136.0	-143.0	True	True	morphology	determiner_noun_agreement	Write a natural, coherent English sentence.
12	1	The documentaries can aggravate those busy actors.	The documentaries can aggravate that busy actors.	-1232.0	-1176.0	-154.0	-147.0	False	False	morphology	determiner_noun_agreement	Write a natural, coherent English sentence.
13	1	Most senators aren't exiting this popular restaurant.	Most senators aren't exiting these popular restaurant.	-2416.0	-2432.0	-241.0	-243.0	True	True	morphology	determiner_noun_agreement	Write a natural, coherent English sentence.
14	1	Wayne looked like those bad paintings.	Wayne looked like that bad paintings.	-1000.0	-992.0	-143.0	-141.0	False	False	morphology	determiner_noun_agreement	Write a natural, coherent English sentence.
