sent_id	layer	sentence_good	sentence_bad	sent1_logprob	sent2_logprob	sent1_avg_logprob	sent2_avg_logprob	sent1_logprob_greater	sent1_avg_logprob_greater	field	linguistics_term
0	1	Raymond is selling this sketch.	Raymond is selling this sketches.	-75.0	-75.0	-12.5	-12.5	False	False	morphology	determiner_noun_agreement
1	1	Craig explored that grocery store.	Craig explored that grocery stores.	-62.75	-62.75	-12.5625	-12.5625	False	False	morphology	determiner_noun_agreement
2	1	Eva has scared these children.	Eva has scared these child.	-75.5	-75.5	-12.5625	-12.5625	False	False	morphology	determiner_noun_agreement
3	1	Marcus would conceal that pamphlet.	Marcus would conceal that pamphlets.	-74.0	-73.5	-12.3125	-12.25	False	False	morphology	determiner_noun_agreement
4	1	Carmen hadn't shocked these customers.	Carmen hadn't shocked these customer.	-99.5	-99.5	-12.4375	-12.4375	False	False	morphology	determiner_noun_agreement
5	1	The Impressionists were walking through this library.	The Impressionists were walking through this libraries.	-113.0	-112.5	-12.5625	-12.5	False	False	morphology	determiner_noun_agreement
6	1	Some men weren't touring those cafes.	Some men weren't touring those cafe.	-86.0	-86.5	-12.25	-12.375	True	True	morphology	determiner_noun_agreement
7	1	Leslie isn't firing that actress.	Leslie isn't firing that actresses.	-86.0	-85.0	-12.25	-12.1875	False	False	morphology	determiner_noun_agreement
8	1	Jennifer concealed those cups.	Jennifer concealed those cup.	-49.75	-50.0	-12.4375	-12.5	True	True	morphology	determiner_noun_agreement
9	1	A waitress does take those hospitals.	A waitress does take those hospital.	-76.0	-76.0	-12.6875	-12.625	False	False	morphology	determiner_noun_agreement
10	1	The man walks through those hospitals.	The man walks through those hospital.	-77.5	-77.5	-12.875	-12.875	False	False	morphology	determiner_noun_agreement
11	1	Winston Churchill boycotts these public parks.	Winston Churchill boycotts these public park.	-95.5	-96.0	-11.9375	-12.0	True	True	morphology	determiner_noun_agreement
12	1	This sock disturbs that customer.	This sock disturbs that customers.	-75.5	-75.5	-12.5625	-12.5625	False	False	morphology	determiner_noun_agreement
13	1	William described this movie.	William described this movies.	-51.5	-51.0	-12.875	-12.75	False	False	morphology	determiner_noun_agreement
14	1	Monet dropped by those libraries.	Monet dropped by those library.	-75.0	-75.5	-12.5625	-12.625	True	True	morphology	determiner_noun_agreement
15	1	Elaine was biking to this bank.	Elaine was biking to this banks.	-86.0	-86.0	-12.3125	-12.3125	False	False	morphology	determiner_noun_agreement
16	1	These senators wear that jacket.	These senators wear that jackets.	-62.0	-62.0	-12.375	-12.375	False	False	morphology	determiner_noun_agreement
17	1	The Lutherans notice that drawing.	The Lutherans notice that drawings.	-74.5	-74.0	-12.375	-12.375	False	False	morphology	determiner_noun_agreement
18	1	Cheryl is hurting that teacher.	Cheryl is hurting that teachers.	-75.0	-75.0	-12.4375	-12.5	False	True	morphology	determiner_noun_agreement
19	1	Russell might break those cups.	Russell might break those cup.	-74.0	-74.0	-12.3125	-12.375	False	True	morphology	determiner_noun_agreement
20	1	A lot of patients resemble these pictures.	A lot of patients resemble these picture.	-87.5	-87.5	-12.5	-12.5	False	False	morphology	determiner_noun_agreement
21	1	Vanessa can talk to these doctors.	Vanessa can talk to these doctor.	-87.0	-86.5	-12.375	-12.375	False	False	morphology	determiner_noun_agreement
22	1	Janice had worn this shawl.	Janice had worn this shawls.	-87.0	-99.0	-12.375	-12.375	True	False	morphology	determiner_noun_agreement
23	1	A lot of waitresses find those jackets.	A lot of waitresses find those jacket.	-98.5	-98.5	-12.3125	-12.3125	False	False	morphology	determiner_noun_agreement
