sent_id	layer	sentence_good	sentence_bad	sent1_logprob	sent2_logprob	sent1_avg_logprob	sent2_avg_logprob	sent1_logprob_greater	sent1_avg_logprob_greater	field	linguistics_term	instruction
0	1	Susan revealed herself.	Susan revealed themselves.	-45.5	-45.25	-11.375	-11.3125	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
1	1	Renee hasn't hurt herself.	Renee hasn't hurt themselves.	-91.0	-91.0	-11.375	-11.375	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
2	1	These patients do respect themselves.	These patients do respect himself.	-69.0	-68.5	-11.4375	-11.4375	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
3	1	Mary should criticize herself.	Mary should criticize themselves.	-57.0	-56.75	-11.375	-11.375	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
4	1	Kristin irritated herself.	Kristin irritated themselves.	-56.25	-56.0	-11.25	-11.1875	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
5	1	Tracy described herself.	Tracy described themselves.	-56.75	-56.75	-11.375	-11.375	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
6	1	A lot of girls had bothered themselves.	A lot of girls had bothered himself.	-91.0	-91.0	-11.375	-11.375	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
7	1	Many teenagers were helping themselves.	Many teenagers were helping herself.	-68.5	-68.5	-11.375	-11.375	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
8	1	Girls talked to themselves.	Girls talked to itself.	-57.25	-57.25	-11.4375	-11.4375	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
9	1	All senators listened to themselves.	All senators listened to itself.	-68.5	-68.5	-11.375	-11.375	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
10	1	Laura hired herself.	Laura hired themselves.	-45.75	-45.5	-11.4375	-11.375	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
11	1	Claire won't conceal herself.	Claire won't conceal themselves.	-79.0	-78.5	-11.25	-11.25	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
12	1	Becca shouldn't impress herself.	Becca shouldn't impress themselves.	-80.0	-80.0	-11.4375	-11.4375	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
13	1	This woman has criticized herself.	This woman has criticized themselves.	-68.0	-68.0	-11.375	-11.375	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
14	1	Sonia would cure herself.	Sonia would cure themselves.	-68.5	-68.5	-11.4375	-11.4375	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
15	1	Most girls hate themselves.	Most girls hate himself.	-57.0	-57.0	-11.4375	-11.4375	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
16	1	This legislature worried itself.	This legislature worried themselves.	-57.25	-57.25	-11.4375	-11.4375	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
17	1	Florence had left herself.	Florence had left themselves.	-68.0	-68.0	-11.3125	-11.3125	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
18	1	The Borgias scare themselves.	The Borgias scare himself.	-68.0	-68.0	-11.375	-11.375	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
19	1	The adults hadn't forgotten themselves.	The adults hadn't forgotten himself.	-80.0	-80.0	-11.4375	-11.4375	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
20	1	The patients disgusted themselves.	The patients disgusted himself.	-57.0	-57.0	-11.375	-11.4375	False	True	morphology	anaphor_agreement	Write a natural, coherent English sentence.
21	1	Thomas complained about himself.	Thomas complained about themselves.	-56.5	-56.5	-11.3125	-11.3125	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
22	1	Randolf knew himself.	Randolf knew themselves.	-57.0	-57.0	-11.375	-11.375	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
23	1	The students shouldn't upset themselves.	The students shouldn't upset herself.	-79.5	-80.0	-11.375	-11.375	True	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
24	1	All waiters couldn't criticize themselves.	All waiters couldn't criticize himself.	-91.0	-91.0	-11.375	-11.375	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
25	1	Ronald can't reference himself.	Ronald can't reference themselves.	-78.5	-78.0	-11.1875	-11.1875	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
26	1	Julie hadn't revealed herself.	Julie hadn't revealed themselves.	-79.5	-79.5	-11.3125	-11.3125	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
27	1	Many people bothered themselves.	Many people bothered itself.	-56.75	-56.5	-11.3125	-11.25	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
28	1	Most girls annoyed themselves.	Most girls annoyed himself.	-57.0	-57.25	-11.375	-11.4375	True	True	morphology	anaphor_agreement	Write a natural, coherent English sentence.
29	1	Most ladies weren't arguing about themselves.	Most ladies weren't arguing about herself.	-91.0	-91.0	-11.375	-11.375	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
30	1	The waitresses investigated themselves.	The waitresses investigated itself.	-68.5	-68.5	-11.4375	-11.4375	False	False	morphology	anaphor_agreement	Write a natural, coherent English sentence.
31	1	Peter won't fire himself.	Peter won't fire themselves.	-68.5	-68.5	-11.375	-11.4375	False	True	morphology	anaphor_agreement	Write a natural, coherent English sentence.
