sent_id	layer	sentence_good	sentence_bad	sent1_logprob	sent2_logprob	sent1_avg_logprob	sent2_avg_logprob	sent1_logprob_greater	sent1_avg_logprob_greater	field	linguistics_term
0	1	The hidden offspring aren't confident.	The hid offspring aren't confident.	-72.5	-72.0	-12.0625	-12.0	False	False	morphology	irregular_forms
1	1	The hidden bicycles weren't exposed.	The hid bicycles weren't exposed.	-72.5	-71.5	-12.0625	-11.9375	False	False	morphology	irregular_forms
2	1	The hidden glass was big.	The hid glass was big.	-61.0	-60.25	-12.1875	-12.0625	False	False	morphology	irregular_forms
3	1	The worn skirts aren't important.	The wore skirts aren't important.	-71.5	-71.5	-11.875	-11.875	False	False	morphology	irregular_forms
4	1	The worn hats aren't big.	The wore hats aren't big.	-71.0	-71.0	-11.8125	-11.8125	False	False	morphology	irregular_forms
5	1	The broken mirrors were blue.	The broke mirrors were blue.	-60.25	-60.25	-12.0625	-12.0625	False	False	morphology	irregular_forms
6	1	The worn pants weren't big.	The wore pants weren't big.	-71.0	-71.0	-11.8125	-11.8125	False	False	morphology	irregular_forms
7	1	The known children were nice.	The knew children were nice.	-61.0	-59.75	-12.1875	-11.9375	False	False	morphology	irregular_forms
8	1	The forgotten newspaper article was bad.	The forgot newspaper article was bad.	-72.0	-71.5	-12.0	-11.9375	False	False	morphology	irregular_forms
9	1	The known adult was exposed.	The knew adult was exposed.	-61.25	-60.25	-12.25	-12.0625	False	False	morphology	irregular_forms
10	1	The hidden patients weren't busy.	The hid patients weren't busy.	-72.5	-71.5	-12.0625	-11.9375	False	False	morphology	irregular_forms
11	1	The worn scarf was popular.	The wore scarf was popular.	-60.0	-60.0	-12.0	-12.0	False	False	morphology	irregular_forms
12	1	The taken rabbit wasn't popular.	The took rabbit wasn't popular.	-71.5	-71.5	-11.875	-11.9375	False	True	morphology	irregular_forms
13	1	The known girl is important.	The knew girl is important.	-61.0	-59.75	-12.1875	-11.9375	False	False	morphology	irregular_forms
14	1	The broken dishes weren't red.	The broke dishes weren't red.	-71.5	-71.0	-11.875	-11.875	False	False	morphology	irregular_forms
15	1	The worn sweaters weren't smooth.	The wore sweaters weren't smooth.	-83.5	-83.0	-11.875	-11.875	False	False	morphology	irregular_forms
16	1	The forgotten children weren't hidden.	The forgot children weren't hidden.	-71.5	-71.5	-11.9375	-11.875	False	False	morphology	irregular_forms
17	1	The hidden plates aren't white.	The hid plates aren't white.	-72.5	-72.0	-12.0625	-12.0	False	False	morphology	irregular_forms
18	1	The forgotten doctors are young.	The forgot doctors are young.	-60.5	-60.25	-12.125	-12.0625	False	False	morphology	irregular_forms
19	1	The worn skirt was important.	The wore skirt was important.	-60.0	-60.0	-12.0	-12.0	False	False	morphology	irregular_forms
20	1	The taken cilantro wasn't yellow.	The took cilantro wasn't yellow.	-83.0	-83.0	-11.8125	-11.8125	False	False	morphology	irregular_forms
21	1	The worn shawls aren't concealed.	The wore shawls aren't concealed.	-95.0	-95.0	-11.875	-11.875	False	False	morphology	irregular_forms
22	1	The hidden fish wasn't important.	The hid fish wasn't important.	-72.0	-71.5	-12.0	-11.875	False	False	morphology	irregular_forms
23	1	The known people aren't hidden.	The knew people aren't hidden.	-72.5	-71.0	-12.125	-11.875	False	False	morphology	irregular_forms
24	1	The worn glove is red.	The wore glove is red.	-59.75	-59.5	-11.9375	-11.9375	False	False	morphology	irregular_forms
25	1	The known senators aren't serious.	The knew senators aren't serious.	-72.0	-70.5	-12.0625	-11.75	False	False	morphology	irregular_forms
26	1	The broken couch isn't small.	The broke couch isn't small.	-73.0	-72.5	-12.125	-12.125	False	False	morphology	irregular_forms
27	1	The hidden lady isn't popular.	The hid lady isn't popular.	-72.0	-72.0	-12.0625	-11.9375	False	False	morphology	irregular_forms
28	1	The worn scarf wasn't lost.	The wore scarf wasn't lost.	-72.0	-72.0	-12.0	-12.0	False	False	morphology	irregular_forms
29	1	The broken tooth wasn't whole.	The broke tooth wasn't whole.	-72.0	-71.5	-12.0	-11.9375	False	False	morphology	irregular_forms
30	1	The broken forks are white.	The broke forks are white.	-60.5	-60.25	-12.0625	-12.0625	False	False	morphology	irregular_forms
31	1	The hidden guest wasn't hidden.	The hid guest wasn't hidden.	-73.0	-72.5	-12.1875	-12.125	False	False	morphology	irregular_forms
32	1	The hidden cactus was out in the open.	The hid cactus was out in the open.	-109.0	-109.0	-12.125	-12.0625	False	False	morphology	irregular_forms
33	1	The broken skateboards are cheap.	The broke skateboards are cheap.	-72.0	-71.5	-12.0625	-11.9375	False	False	morphology	irregular_forms
34	1	The broken computers weren't white.	The broke computers weren't white.	-72.0	-71.5	-11.9375	-11.875	False	False	morphology	irregular_forms
35	1	The worn shirt is gray.	The wore shirt is gray.	-60.0	-59.75	-12.0	-11.9375	False	False	morphology	irregular_forms
36	1	The known waiter is scared.	The knew waiter is scared.	-60.75	-59.5	-12.125	-11.875	False	False	morphology	irregular_forms
37	1	The worn shoe was exposed.	The wore shoe was exposed.	-60.25	-60.5	-12.0625	-12.0625	True	False	morphology	irregular_forms
38	1	The hidden mouse wasn't brown.	The hid mouse wasn't brown.	-73.0	-72.5	-12.1875	-12.0625	False	False	morphology	irregular_forms
39	1	The worn glasses aren't small.	The wore glasses aren't small.	-71.5	-71.5	-11.875	-11.9375	False	True	morphology	irregular_forms
40	1	The worn dress is red.	The wore dress is red.	-59.5	-59.5	-11.9375	-11.875	False	False	morphology	irregular_forms
41	1	The broken skateboards aren't bad.	The broke skateboards aren't bad.	-83.0	-82.0	-11.8125	-11.75	False	False	morphology	irregular_forms
42	1	The hidden fungus isn't black.	The hid fungus isn't black.	-72.5	-71.5	-12.0625	-11.875	False	False	morphology	irregular_forms
43	1	The broken screen isn't small.	The broke screen isn't small.	-73.0	-72.5	-12.125	-12.0625	False	False	morphology	irregular_forms
44	1	The broken carriage is lost.	The broke carriage is lost.	-60.5	-60.0	-12.0625	-12.0	False	False	morphology	irregular_forms
45	1	The known adults aren't lost.	The knew adults aren't lost.	-73.0	-72.0	-12.1875	-12.0	False	False	morphology	irregular_forms
46	1	The worn jacket was smooth.	The wore jacket was smooth.	-60.0	-60.25	-12.0	-12.0625	True	True	morphology	irregular_forms
47	1	The broken dishes weren't blue.	The broke dishes weren't blue.	-72.0	-71.5	-12.0	-11.9375	False	False	morphology	irregular_forms
48	1	The forgotten driver wasn't bad.	The forgot driver wasn't bad.	-71.0	-71.0	-11.8125	-11.8125	False	False	morphology	irregular_forms
49	1	The broken screen was new.	The broke screen was new.	-60.5	-60.0	-12.0625	-12.0	False	False	morphology	irregular_forms
50	1	The hidden nuclei were purple.	The hid nuclei were purple.	-60.0	-59.5	-12.0	-11.9375	False	False	morphology	irregular_forms
51	1	The known man wasn't confident.	The knew man wasn't confident.	-73.0	-71.5	-12.1875	-11.875	False	False	morphology	irregular_forms
52	1	The known actress wasn't concealed.	The knew actress wasn't concealed.	-73.0	-71.5	-12.125	-11.9375	False	False	morphology	irregular_forms
53	1	The known student wasn't hidden.	The knew student wasn't hidden.	-73.0	-72.0	-12.125	-12.0	False	False	morphology	irregular_forms
54	1	The broken computer was small.	The broke computer was small.	-60.5	-60.25	-12.0625	-12.0625	False	False	morphology	irregular_forms
55	1	The known guests are concealed.	The knew guests are concealed.	-61.25	-60.0	-12.25	-12.0	False	False	morphology	irregular_forms
56	1	The taken mountain was popular.	The took mountain was popular.	-60.5	-60.75	-12.125	-12.1875	True	True	morphology	irregular_forms
57	1	The broken unicycles were whole.	The broke unicycles were whole.	-84.0	-83.5	-11.9375	-11.9375	False	False	morphology	irregular_forms
58	1	The hidden screens were exposed.	The hid screens were exposed.	-61.0	-59.75	-12.1875	-11.9375	False	False	morphology	irregular_forms
59	1	The known customer wasn't hidden.	The knew customer wasn't hidden.	-73.0	-72.0	-12.1875	-12.0	False	False	morphology	irregular_forms
60	1	The broken computers were black.	The broke computers were black.	-60.0	-60.0	-12.0	-12.0	False	False	morphology	irregular_forms
61	1	The broken forks were old.	The broke forks were old.	-60.5	-60.5	-12.0625	-12.0625	False	False	morphology	irregular_forms
62	1	The hidden drawings weren't popular.	The hid drawings weren't popular.	-72.0	-71.0	-12.0	-11.875	False	False	morphology	irregular_forms
63	1	The broken bike wasn't lost.	The broke bike wasn't lost.	-72.5	-72.0	-12.0625	-12.0625	False	False	morphology	irregular_forms
64	1	The broken cars aren't rough.	The broke cars aren't rough.	-72.0	-72.0	-12.0	-12.0	False	False	morphology	irregular_forms
65	1	The hidden hat wasn't cheap.	The hid hat wasn't cheap.	-73.5	-73.0	-12.25	-12.125	False	False	morphology	irregular_forms
66	1	The worn dresses aren't old.	The wore dresses aren't old.	-71.5	-71.5	-11.9375	-11.9375	False	False	morphology	irregular_forms
67	1	The hidden mice were hidden.	The hid mice were hidden.	-61.0	-60.25	-12.1875	-12.0625	False	False	morphology	irregular_forms
68	1	The worn glasses weren't dirty.	The wore glasses weren't dirty.	-71.5	-71.5	-11.875	-11.875	False	False	morphology	irregular_forms
69	1	The taken skateboards were small.	The took skateboards were small.	-71.5	-71.5	-11.9375	-11.9375	False	False	morphology	irregular_forms
70	1	The hidden shirt wasn't hard.	The hid shirt wasn't hard.	-73.0	-72.0	-12.125	-12.0	False	False	morphology	irregular_forms
71	1	The broken glasses aren't whole.	The broke glasses aren't whole.	-71.5	-71.5	-11.9375	-11.875	False	False	morphology	irregular_forms
72	1	The broken bicycles are concealed.	The broke bicycles are concealed.	-60.5	-60.25	-12.0625	-12.0625	False	False	morphology	irregular_forms
73	1	The known teenagers weren't popular.	The knew teenagers weren't popular.	-72.0	-70.5	-12.0	-11.75	False	False	morphology	irregular_forms
74	1	The broken vase wasn't orange.	The broke vase wasn't orange.	-72.0	-72.0	-12.0	-12.0	False	False	morphology	irregular_forms
75	1	The known women are good.	The knew women are good.	-61.0	-60.0	-12.1875	-12.0	False	False	morphology	irregular_forms
76	1	The broken foot is old.	The broke foot is old.	-60.75	-60.5	-12.125	-12.125	False	False	morphology	irregular_forms
77	1	The taken screen wasn't popular.	The took screen wasn't popular.	-72.0	-72.0	-11.9375	-12.0	False	True	morphology	irregular_forms
78	1	The hidden tomato was important.	The hid tomato was important.	-61.0	-60.5	-12.1875	-12.0625	False	False	morphology	irregular_forms
79	1	The known adults weren't uncertain.	The knew adults weren't uncertain.	-73.0	-71.5	-12.125	-11.9375	False	False	morphology	irregular_forms
80	1	The forgotten actresses were hopeful.	The forgot actresses were hopeful.	-60.0	-60.0	-12.0	-12.0	False	False	morphology	irregular_forms
81	1	The worn shirt was important.	The wore shirt was important.	-60.0	-60.0	-12.0	-12.0	False	False	morphology	irregular_forms
82	1	The worn coats weren't yellow.	The wore coats weren't yellow.	-71.5	-71.5	-11.9375	-11.9375	False	False	morphology	irregular_forms
83	1	The taken chair isn't dirty.	The took chair isn't dirty.	-72.0	-72.0	-12.0	-12.0	False	False	morphology	irregular_forms
84	1	The worn skirts weren't green.	The wore skirts weren't green.	-72.0	-72.0	-12.0	-12.0	False	False	morphology	irregular_forms
85	1	The broken bike is big.	The broke bike is big.	-60.5	-60.5	-12.125	-12.0625	False	False	morphology	irregular_forms
86	1	The broken couches weren't brown.	The broke couches weren't brown.	-84.0	-83.5	-12.0	-11.9375	False	False	morphology	irregular_forms
