sent_id	layer	sentence_good	sentence_bad	sent1_logprob	sent2_logprob	sent1_avg_logprob	sent2_avg_logprob	sent1_logprob_greater	sent1_avg_logprob_greater	field	linguistics_term	instruction
0	1	Mark figured out that most governments appreciate Steve.	Mark figured out who most governments appreciate Steve.	-122.5	-124.0	-13.625	-13.8125	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
1	1	Danielle finds out that many organizations have alarmed Chad.	Danielle finds out who many organizations have alarmed Chad.	-155.0	-154.0	-15.4375	-15.375	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
2	1	Veronica investigated that students might remember Julie.	Veronica investigated who students might remember Julie.	-134.0	-138.0	-16.75	-17.25	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
3	1	The Impressionists learn that some stories can't sound like Carl.	The Impressionists learn who some stories can't sound like Carl.	-169.0	-170.0	-12.0625	-12.125	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
4	1	The waiters learn that most guests wouldn't have every hospital.	The waiters learn what most guests wouldn't have every hospital.	-163.0	-165.0	-12.5625	-12.6875	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
5	1	Some girls revealed that all waitresses hadn't cleaned the cup.	Some girls revealed what all waitresses hadn't cleaned the cup.	-184.0	-189.0	-14.1875	-14.5	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
6	1	Sandra was figuring out that these guys saw Douglas.	Sandra was figuring out who these guys saw Douglas.	-131.0	-133.0	-13.125	-13.25	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
7	1	The Lutherans know that some fungi were alarming that association.	The Lutherans know what some fungi were alarming that association.	-149.0	-151.0	-12.4375	-12.5625	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
8	1	Carmen finds out that the customers have run around many cafes.	Carmen finds out what the customers have run around many cafes.	-151.0	-151.0	-12.5625	-12.5625	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
9	1	Carrie should find out that some cart disturbs Nancy.	Carrie should find out who some cart disturbs Nancy.	-146.0	-146.0	-14.5625	-14.5625	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
10	1	Deborah has forgotten that the offspring ran around the mountains.	Deborah has forgotten what the offspring ran around the mountains.	-156.0	-152.0	-14.1875	-13.8125	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
11	1	Katherine found out that that cashier didn't sell some ice cream.	Katherine found out what that cashier didn't sell some ice cream.	-188.0	-188.0	-13.4375	-13.4375	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
12	1	Connie forgot that the woman doesn't describe some stories.	Connie forgot what the woman doesn't describe some stories.	-163.0	-162.0	-13.625	-13.5	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
13	1	Randolf has found out that a lot of adults aren't working with these teenagers.	Randolf has found out who a lot of adults aren't working with these teenagers.	-216.0	-216.0	-12.0	-12.0	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
14	1	Rebecca has forgotten that a pepper upset Ronald.	Rebecca has forgotten who a pepper upset Ronald.	-157.0	-157.0	-17.5	-17.5	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
15	1	Margaret knows that all octopi have descended some slopes.	Margaret knows what all octopi have descended some slopes.	-161.0	-162.0	-14.625	-14.75	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
16	1	Denise does realize that every car isn't shocking Susan.	Denise does realize who every car isn't shocking Susan.	-168.0	-173.0	-14.0	-14.4375	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
17	1	These museums might realize that many senators drove to art galleries.	These museums might realize what many senators drove to art galleries.	-149.0	-154.0	-12.4375	-12.8125	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
18	1	Katherine figured out that this bird confused Helen.	Katherine figured out who this bird confused Helen.	-138.0	-140.0	-15.375	-15.5625	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
19	1	Paula figured out that all men resemble this print.	Paula figured out what all men resemble this print.	-142.0	-141.0	-14.1875	-14.125	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
20	1	Alicia hadn't known that that customer is going to that bank.	Alicia hadn't known what that customer is going to that bank.	-172.0	-173.0	-12.3125	-12.375	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
21	1	Students reveal that the spinach had alarmed William.	Students reveal who the spinach had alarmed William.	-146.0	-146.0	-16.125	-16.125	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
22	1	Natalie investigated that a teenager has aggravated Diane.	Natalie investigated who a teenager has aggravated Diane.	-154.0	-154.0	-17.0	-17.125	False	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
23	1	Cheryl was investigating that every guest hadn't exited some banks.	Cheryl was investigating what every guest hadn't exited some banks.	-194.0	-194.0	-14.875	-14.875	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
24	1	Many senators figure out that those waiters argue about Steve.	Many senators figure out who those waiters argue about Steve.	-141.0	-140.0	-12.875	-12.6875	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
25	1	Many libraries weren't concealing that the dancers arrive at the public park.	Many libraries weren't concealing what the dancers arrive at the public park.	-173.0	-175.0	-11.5625	-11.6875	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
26	1	Sandra remembers that a lot of men will find most lakes.	Sandra remembers what a lot of men will find most lakes.	-156.0	-156.0	-13.0	-12.9375	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
27	1	Candice hadn't discovered that a pedestrian bored Martha.	Candice hadn't discovered who a pedestrian bored Martha.	-178.0	-182.0	-14.8125	-15.1875	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
