sent_id	layer	sentence_good	sentence_bad	sent1_logprob	sent2_logprob	sent1_avg_logprob	sent2_avg_logprob	sent1_logprob_greater	sent1_avg_logprob_greater	field	linguistics_term	instruction
0	1	The Borgias wore a lot of scarves.	The Borgias worn a lot of scarves.	-119.0	-119.0	-11.875	-11.875	False	False	morphology	irregular_forms	Write a natural, coherent English sentence.
1	1	Teresa hid every senator.	Teresa hidden every senator.	-71.5	-71.5	-11.9375	-11.9375	False	False	morphology	irregular_forms	Write a natural, coherent English sentence.
2	1	The mushroom went bad.	The mushroom gone bad.	-59.75	-59.5	-11.9375	-11.875	False	False	morphology	irregular_forms	Write a natural, coherent English sentence.
3	1	Cheryl came here.	Cheryl come here.	-60.0	-59.75	-12.0	-11.9375	False	False	morphology	irregular_forms	Write a natural, coherent English sentence.
4	1	Christopher hid a spotlight.	Christopher hidden a spotlight.	-59.5	-59.5	-11.9375	-11.9375	False	False	morphology	irregular_forms	Write a natural, coherent English sentence.
5	1	Edward hid the cats.	Edward hidden the cats.	-60.0	-60.5	-12.0	-12.125	True	True	morphology	irregular_forms	Write a natural, coherent English sentence.
6	1	Erin went to some schools.	Erin gone to some schools.	-83.0	-83.5	-11.875	-11.875	True	False	morphology	irregular_forms	Write a natural, coherent English sentence.
7	1	Joel came here.	Joel come here.	-59.25	-59.5	-11.875	-11.875	True	False	morphology	irregular_forms	Write a natural, coherent English sentence.
8	1	Paula broke some plates.	Paula broken some plates.	-71.5	-72.0	-11.875	-12.0	True	True	morphology	irregular_forms	Write a natural, coherent English sentence.
9	1	Raymond woke up.	Raymond woken up.	-58.25	-71.0	-11.6875	-11.8125	True	True	morphology	irregular_forms	Write a natural, coherent English sentence.
10	1	Randolf drove to a mall.	Randolf driven to a mall.	-83.0	-83.0	-11.875	-11.8125	False	False	morphology	irregular_forms	Write a natural, coherent English sentence.
11	1	Laura broke this cart.	Laura broken this cart.	-60.0	-60.25	-12.0	-12.0625	True	True	morphology	irregular_forms	Write a natural, coherent English sentence.
12	1	Victoria wore that hat.	Victoria worn that hat.	-60.0	-59.5	-12.0	-11.9375	False	False	morphology	irregular_forms	Write a natural, coherent English sentence.
13	1	Carrie took most bikes.	Carrie taken most bikes.	-72.0	-72.0	-11.9375	-12.0	False	True	morphology	irregular_forms	Write a natural, coherent English sentence.
14	1	Nancy sang.	Nancy sung.	-48.5	-48.0	-12.125	-12.0	False	False	morphology	irregular_forms	Write a natural, coherent English sentence.
15	1	The guy sang.	The guy sung.	-48.5	-48.0	-12.125	-12.0	False	False	morphology	irregular_forms	Write a natural, coherent English sentence.
16	1	The women broke a lot of convertibles.	The women broken a lot of convertibles.	-107.0	-107.0	-11.9375	-11.875	False	False	morphology	irregular_forms	Write a natural, coherent English sentence.
17	1	Lucille went to some cafe.	Lucille gone to some cafe.	-83.5	-83.5	-11.9375	-11.9375	False	False	morphology	irregular_forms	Write a natural, coherent English sentence.
18	1	Sandra knew Becca.	Sandra known Becca.	-72.0	-72.5	-11.9375	-12.0625	True	True	morphology	irregular_forms	Write a natural, coherent English sentence.
19	1	Susan knew Florence.	Susan known Florence.	-48.25	-49.0	-12.0625	-12.25	True	True	morphology	irregular_forms	Write a natural, coherent English sentence.
20	1	Many girls took that banana.	Many girls taken that banana.	-73.0	-72.5	-12.125	-12.125	False	False	morphology	irregular_forms	Write a natural, coherent English sentence.
21	1	Melissa ate.	Melissa eaten.	-47.5	-47.5	-11.875	-11.875	False	False	morphology	irregular_forms	Write a natural, coherent English sentence.
22	1	Andrew wrote.	Andrew written.	-35.75	-35.75	-11.9375	-11.9375	False	False	morphology	irregular_forms	Write a natural, coherent English sentence.
23	1	Kendra knew Florence.	Kendra known Florence.	-60.0	-60.5	-12.0	-12.125	True	True	morphology	irregular_forms	Write a natural, coherent English sentence.
24	1	Guests woke up.	Guests woken up.	-58.75	-71.0	-11.75	-11.8125	True	True	morphology	irregular_forms	Write a natural, coherent English sentence.
25	1	Suzanne sang.	Suzanne sung.	-60.0	-59.5	-12.0	-11.9375	False	False	morphology	irregular_forms	Write a natural, coherent English sentence.
26	1	Catherine knew Amanda.	Catherine known Amanda.	-59.75	-60.0	-11.9375	-12.0	True	True	morphology	irregular_forms	Write a natural, coherent English sentence.
27	1	Frank hid away.	Frank hidden away.	-48.0	-48.0	-12.0	-12.0	False	False	morphology	irregular_forms	Write a natural, coherent English sentence.
28	1	Libraries forgot Douglas.	Libraries forgotten Douglas.	-59.0	-58.5	-11.75	-11.75	False	False	morphology	irregular_forms	Write a natural, coherent English sentence.
29	1	Every waiter hid Julia.	Every waiter hidden Julia.	-60.0	-60.5	-12.0	-12.0625	True	True	morphology	irregular_forms	Write a natural, coherent English sentence.
30	1	This person spoke up.	This person spoken up.	-60.0	-60.0	-12.0	-12.0	False	False	morphology	irregular_forms	Write a natural, coherent English sentence.
31	1	Caroline hid.	Caroline hidden.	-47.5	-47.75	-11.875	-11.9375	True	True	morphology	irregular_forms	Write a natural, coherent English sentence.
32	1	That coat shrank.	That coat shrunk.	-59.5	-59.0	-11.9375	-11.8125	False	False	morphology	irregular_forms	Write a natural, coherent English sentence.
33	1	James ate.	James eaten.	-36.0	-36.0	-11.9375	-11.9375	False	False	morphology	irregular_forms	Write a natural, coherent English sentence.
