sent_id	layer	sentence_good	sentence_bad	sent1_logprob	sent2_logprob	sent1_avg_logprob	sent2_avg_logprob	sent1_logprob_greater	sent1_avg_logprob_greater	field	linguistics_term	instruction
0	1	The teenager does tour at most nine restaurants.	No teenager does tour at most nine restaurants.	-111.0	-111.0	-12.375	-12.3125	False	False	semantics	quantifiers	Write a natural, coherent English sentence.
1	1	That car looks like at least seven prints.	No car looks like at least seven prints.	-110.0	-110.0	-12.1875	-12.1875	False	False	semantics	quantifiers	Write a natural, coherent English sentence.
2	1	The doctor brought at most eight gates.	No doctor brought at most eight gates.	-99.5	-99.0	-12.4375	-12.375	False	False	semantics	quantifiers	Write a natural, coherent English sentence.
3	1	An actor arrived at at most six lakes.	No actor arrived at at most six lakes.	-111.5	-111.0	-12.375	-12.3125	False	False	semantics	quantifiers	Write a natural, coherent English sentence.
4	1	Every senator notices at most four windows.	No senator notices at most four windows.	-99.0	-99.0	-12.375	-12.375	False	False	semantics	quantifiers	Write a natural, coherent English sentence.
5	1	The hospital had fired at most four people.	No hospital had fired at most four people.	-112.0	-111.5	-12.4375	-12.375	False	False	semantics	quantifiers	Write a natural, coherent English sentence.
6	1	Each customer has watched at least six teenagers.	No customer has watched at least six teenagers.	-110.5	-111.0	-12.25	-12.3125	True	True	semantics	quantifiers	Write a natural, coherent English sentence.
7	1	Every girl climbed up at most ten hills.	No girl climbed up at most ten hills.	-110.5	-110.5	-12.25	-12.3125	False	True	semantics	quantifiers	Write a natural, coherent English sentence.
8	1	Each actor has revealed at most four shawls.	No actor has revealed at most four shawls.	-136.0	-136.0	-12.3125	-12.3125	False	False	semantics	quantifiers	Write a natural, coherent English sentence.
9	1	A banana has disgusted at least ten women.	No banana has disgusted at least ten women.	-109.5	-109.0	-12.1875	-12.125	False	False	semantics	quantifiers	Write a natural, coherent English sentence.
10	1	Each dancer would return to at least seven schools.	No dancer would return to at least seven schools.	-122.0	-122.5	-12.1875	-12.25	True	True	semantics	quantifiers	Write a natural, coherent English sentence.
11	1	The waiter noticed at most six mountains.	No waiter noticed at most six mountains.	-99.0	-98.5	-12.375	-12.3125	False	False	semantics	quantifiers	Write a natural, coherent English sentence.
12	1	This man is talking to at most three pedestrians.	No man is talking to at most three pedestrians.	-123.0	-123.0	-12.3125	-12.3125	False	False	semantics	quantifiers	Write a natural, coherent English sentence.
13	1	That person can lift at most nine turtles.	No person can lift at most nine turtles.	-110.5	-111.0	-12.25	-12.3125	True	True	semantics	quantifiers	Write a natural, coherent English sentence.
14	1	The customer could kiss at most three girls.	No customer could kiss at most three girls.	-111.0	-110.5	-12.3125	-12.25	False	False	semantics	quantifiers	Write a natural, coherent English sentence.
15	1	Every university bought at most ten scarves.	No university bought at most ten scarves.	-110.5	-110.5	-12.25	-12.3125	False	True	semantics	quantifiers	Write a natural, coherent English sentence.
16	1	Every person has exited at most four libraries.	No person has exited at most four libraries.	-111.0	-111.0	-12.375	-12.3125	False	False	semantics	quantifiers	Write a natural, coherent English sentence.
17	1	Some car had resembled at least seven pictures.	No car had resembled at least seven pictures.	-110.0	-110.0	-12.25	-12.25	False	False	semantics	quantifiers	Write a natural, coherent English sentence.
18	1	This actress was driving to at least nine malls.	No actress was driving to at least nine malls.	-122.0	-121.5	-12.1875	-12.125	False	False	semantics	quantifiers	Write a natural, coherent English sentence.
19	1	Every man walked through at least nine hospitals.	No man walked through at least nine hospitals.	-110.0	-110.0	-12.1875	-12.25	False	True	semantics	quantifiers	Write a natural, coherent English sentence.
20	1	Every driver can fire at least eight dancers.	No driver can fire at least eight dancers.	-110.0	-110.5	-12.25	-12.25	True	False	semantics	quantifiers	Write a natural, coherent English sentence.
21	1	Every patient had embarrassed at least two ladies.	No patient had embarrassed at least two ladies.	-110.0	-110.0	-12.25	-12.25	False	False	semantics	quantifiers	Write a natural, coherent English sentence.
22	1	Each guest is looking like at least seven drawings.	No guest is looking like at least seven drawings.	-122.0	-122.0	-12.1875	-12.1875	False	False	semantics	quantifiers	Write a natural, coherent English sentence.
23	1	An adult could sound like at most seven waitresses.	No adult could sound like at most seven waitresses.	-135.0	-135.0	-12.25	-12.25	False	False	semantics	quantifiers	Write a natural, coherent English sentence.
24	1	Some patient will break at least five cups.	No patient will break at least five cups.	-110.5	-110.5	-12.25	-12.25	False	False	semantics	quantifiers	Write a natural, coherent English sentence.
25	1	That guest passes at most five high schools.	No guest passes at most five high schools.	-111.5	-111.5	-12.375	-12.375	False	False	semantics	quantifiers	Write a natural, coherent English sentence.
26	1	That rabbit should irritate at most four actresses.	No rabbit should irritate at most four actresses.	-122.0	-122.0	-12.25	-12.25	False	False	semantics	quantifiers	Write a natural, coherent English sentence.
27	1	A painting might astound at least five waiters.	No painting might astound at least five waiters.	-135.0	-134.0	-12.25	-12.25	False	False	semantics	quantifiers	Write a natural, coherent English sentence.
28	1	Each horse finds at least four men.	No horse finds at least four men.	-97.5	-97.5	-12.1875	-12.1875	False	False	semantics	quantifiers	Write a natural, coherent English sentence.
29	1	Every driver has helped at least two teachers.	No driver has helped at least two teachers.	-110.5	-110.5	-12.25	-12.3125	False	True	semantics	quantifiers	Write a natural, coherent English sentence.
