sent_id	layer	sentence_good	sentence_bad	sent1_logprob	sent2_logprob	sent1_avg_logprob	sent2_avg_logprob	sent1_logprob_greater	sent1_avg_logprob_greater	field	linguistics_term
0	1	This customer who had visited most children has worn some shoes.	This customer who had visited most children have worn some shoes.	-126.0	-126.0	-11.4375	-11.4375	False	False	morphology	subject_verb_agreement
1	1	This boy that didn't question all guests has forgotten about what wasn't vaporizing.	This boy that didn't question all guests have forgotten about what wasn't vaporizing.	-181.0	-181.0	-11.3125	-11.3125	False	False	morphology	subject_verb_agreement
2	1	Boys that aren't disturbing Natalie suffer.	Boys that aren't disturbing Natalie suffers.	-91.0	-91.5	-11.375	-11.4375	True	True	morphology	subject_verb_agreement
3	1	Some customers who irritates Amelia do persuade Galileo to come here.	Some customers who irritates Amelia does persuade Galileo to come here.	-148.0	-148.0	-11.375	-11.375	False	False	morphology	subject_verb_agreement
4	1	Many children that had questioned this government do cooperate.	Many children that had questioned this government does cooperate.	-103.0	-103.0	-11.4375	-11.4375	False	False	morphology	subject_verb_agreement
5	1	A lot of schools that have concealed Adam worry.	A lot of schools that have concealed Adam worries.	-102.5	-102.5	-11.375	-11.375	False	False	morphology	subject_verb_agreement
6	1	All pedestrians that wouldn't shock William read.	All pedestrians that wouldn't shock William reads.	-91.5	-91.5	-11.4375	-11.4375	False	False	morphology	subject_verb_agreement
7	1	The girl who had visited most guests is curing a woman.	The girl who had visited most guests were curing a woman.	-125.0	-125.0	-11.375	-11.375	False	False	morphology	subject_verb_agreement
8	1	Those guys that hid Kenneth explain Rhonda won't skate around a lot of restaurants.	Those guys that hid Kenneth explains Rhonda won't skate around a lot of restaurants.	-182.0	-182.0	-11.375	-11.375	False	False	morphology	subject_verb_agreement
9	1	A doctor who researched the Clintons waves.	A doctor who researched the Clintons wave.	-80.0	-80.0	-11.4375	-11.375	False	False	morphology	subject_verb_agreement
10	1	Some mushroom that will bother the Lutherans has upset Regina.	Some mushroom that will bother the Lutherans have upset Regina.	-125.0	-125.0	-11.375	-11.375	False	False	morphology	subject_verb_agreement
11	1	The girl who doesn't annoy these adults works with Kristin.	The girl who doesn't annoy these adults work with Kristin.	-136.0	-136.0	-11.375	-11.375	False	False	morphology	subject_verb_agreement
12	1	Some legislature that alarmed the pedestrians has needed Sandra to blink.	Some legislature that alarmed the pedestrians have needed Sandra to blink.	-125.0	-125.0	-11.375	-11.375	False	False	morphology	subject_verb_agreement
13	1	The drawing that can't look like most sketches isn't looking like Elaine.	The drawing that can't look like most sketches aren't looking like Elaine.	-159.0	-158.0	-11.3125	-11.3125	False	False	morphology	subject_verb_agreement
14	1	The waitress who was upsetting these associations doesn't admire this cat.	The waitress who was upsetting these associations don't admire this cat.	-137.0	-137.0	-11.4375	-11.4375	False	False	morphology	subject_verb_agreement
15	1	Actors who embarrasses Brad long to surrender.	Actors who embarrasses Brad longs to surrender.	-101.5	-113.0	-11.3125	-11.3125	True	False	morphology	subject_verb_agreement
16	1	That guy that respects those doctors praises some newspaper article.	That guy that respects those doctors praise some newspaper article.	-114.0	-114.0	-11.375	-11.375	False	False	morphology	subject_verb_agreement
17	1	The waiter who isn't disturbing many boys writes.	The waiter who isn't disturbing many boys write.	-102.5	-102.5	-11.375	-11.375	False	False	morphology	subject_verb_agreement
18	1	Some lady that sells some hospitals encourages Vanessa to move.	Some lady that sells some hospitals encourage Vanessa to move.	-114.0	-114.0	-11.4375	-11.375	False	False	morphology	subject_verb_agreement
19	1	These guys who annoys a committee were interacting.	These guys who annoys a committee was interacting.	-101.5	-101.5	-11.25	-11.3125	False	True	morphology	subject_verb_agreement
20	1	Many universities that weren't praising Carla don't talk about a driver.	Many universities that weren't praising Carla doesn't talk about a driver.	-148.0	-148.0	-11.375	-11.375	False	False	morphology	subject_verb_agreement
21	1	Some adults that are fleeing from Curtis weren't waving.	Some adults that are fleeing from Curtis isn't waving.	-113.5	-113.5	-11.375	-11.375	False	False	morphology	subject_verb_agreement
22	1	This cashier that should disturb those girls has spun around.	This cashier that should disturb those girls have spun around.	-113.5	-113.5	-11.375	-11.375	False	False	morphology	subject_verb_agreement
23	1	Every association that didn't praise a lot of men badgers Beth to hate Kristin.	Every association that didn't praise a lot of men badger Beth to hate Kristin.	-193.0	-193.0	-11.375	-11.3125	False	False	morphology	subject_verb_agreement
